emp_id,year,mes,hours_normal,hours_extra,absence,absence_unapprove,lateness,rating
EI9001981ES,2026,1,149,3,0,0,0,3
EI1301982ES,2025,2,160,13,0,1,1,3
EI1301982ES,2025,3,153,13,1,0,0,3
EI1301982ES,2025,4,145,2,2,0,0,3
EI1301982ES,2025,5,166,8,0,1,0,3
EI1301982ES,2025,6,166,1,1,0,2,3
EI1301982ES,2025,7,155,10,1,0,1,3
EI1301982ES,2025,8,155,2,0,1,0,3
EI1301982ES,2025,9,162,5,0,0,1,3
EI1301982ES,2025,10,152,7,0,0,1,3
EI1301982ES,2025,11,161,26,0,0,0,1
EI1301982ES,2025,12,169,0,1,0,1,3
EI1301982ES,2026,1,166,5,1,0,0,1
EI1001983ES,2025,2,164,13,0,0,1,1
EI1001983ES,2025,3,153,4,1,0,1,3
EI1001983ES,2025,4,155,7,0,0,2,2
EI1001983ES,2025,5,153,3,1,0,1,3
EI1001983ES,2025,6,162,8,0,0,3,3
EI1001983ES,2025,7,153,4,1,0,0,2
EI1001983ES,2025,8,147,19,0,2,1,3
EI1001983ES,2025,9,162,0,1,1,0,1
EI1001983ES,2025,10,166,1,0,0,1,1
EI1001983ES,2025,11,181,1,3,1,0,3
EI1001983ES,2025,12,168,3,2,0,0,3
EI1001983ES,2026,1,173,11,0,0,1,3
EI1101984ES,2025,2,170,5,0,0,1,3
EI1101984ES,2025,3,170,4,1,0,1,3
EI1101984ES,2025,4,162,0,0,0,0,1
EI1101984ES,2025,5,160,3,1,0,1,3
EI1101984ES,2025,6,158,3,0,1,0,3
EI1101984ES,2025,7,168,0,1,0,1,2
EI1101984ES,2025,8,153,7,1,0,0,3
EI1101984ES,2025,9,174,3,0,0,0,3
EI1101984ES,2025,10,147,3,2,0,3,3
EI1101984ES,2025,11,152,2,1,1,1,3
EI1101984ES,2025,12,149,8,0,1,0,3
EI1101984ES,2026,1,159,12,0,0,1,3
EI9201985ES,2025,2,152,4,2,0,2,2
EI9201985ES,2025,3,166,1,1,0,1,2
EI9201985ES,2025,4,160,6,1,0,2,2
EI9201985ES,2025,5,171,5,0,0,5,4
EI9201985ES,2025,6,174,8,0,1,2,3
EI9201985ES,2025,7,160,1,0,0,0,3
EI9201985ES,2025,8,142,3,0,2,3,2
EI9201985ES,2025,9,152,7,1,0,0,3
EI9201985ES,2025,10,167,5,0,0,0,3
EI9201985ES,2025,11,154,9,0,0,1,2
EI9201985ES,2025,12,152,2,0,0,0,3
EI9201985ES,2026,1,153,4,1,0,1,1
EI0501986ES,2025,2,151,18,0,0,0,2
EI0501986ES,2025,3,159,1,1,0,1,2
EI0501986ES,2025,4,165,1,1,0,3,3
EI0501986ES,2025,5,174,2,0,0,1,1
EI0501986ES,2025,6,174,7,0,0,1,3
EI0501986ES,2025,7,151,3,0,0,0,2
EI0501986ES,2025,8,159,8,0,0,0,1
EI0501986ES,2025,9,161,15,0,0,1,1
EI0501986ES,2025,10,157,2,0,1,0,3
EI0501986ES,2025,11,160,1,0,1,0,4
EI0501986ES,2025,12,174,5,0,0,1,2
EI0501986ES,2026,1,155,2,1,0,3,3
EI1401987ES,2025,2,155,4,0,0,1,3
EI1401987ES,2025,3,152,8,1,1,0,2
EI1401987ES,2025,4,165,1,2,1,2,3
EI1401987ES,2025,5,152,8,0,0,1,2
EI1401987ES,2025,6,153,12,0,0,3,3
EI1401987ES,2025,7,168,2,1,1,1,2
EI1401987ES,2025,8,153,2,1,0,0,3
EI1401987ES,2025,9,161,5,1,0,1,3
EI1401987ES,2025,10,170,12,0,0,1,3
EI1401987ES,2025,11,149,12,0,0,3,1
EI1401987ES,2025,12,149,1,0,1,0,2
EI1401987ES,2026,1,162,8,4,0,3,3
EI0601988ES,2025,2,166,22,1,0,0,1
EI0601988ES,2025,3,169,7,0,0,3,3
EI0601988ES,2025,4,162,1,0,0,0,3
EI0601988ES,2025,5,171,0,1,0,0,3
EI0601988ES,2025,6,168,3,1,1,1,2
EI0601988ES,2025,7,153,2,1,1,1,3
EI0601988ES,2025,8,161,5,0,0,2,2
EI0601988ES,2025,9,174,7,0,0,2,2
EI0601988ES,2025,10,152,9,0,0,1,3
EI0601988ES,2025,11,149,1,0,0,0,2
EI0601988ES,2025,12,162,5,0,0,0,3
EI0601988ES,2026,1,153,2,0,0,2,1
EI0401989ES,2025,2,159,5,1,0,0,3
EI0401989ES,2025,3,164,5,1,0,0,3
EI0401989ES,2025,4,146,6,2,0,0,2
EI0401989ES,2025,5,157,7,0,0,1,3
EI0401989ES,2025,6,146,2,0,0,1,3
EI0401989ES,2025,7,147,2,1,0,0,3
EI0401989ES,2025,8,155,5,1,0,1,2
EI0401989ES,2025,9,165,7,0,0,1,3
EI0401989ES,2025,10,163,13,1,0,0,2
EI0401989ES,2025,11,166,15,0,0,2,3
EI0401989ES,2025,12,173,1,0,0,1,1
EI0401989ES,2026,1,156,13,1,0,1,3
EI0601990ES,2025,2,160,3,0,0,0,3
EI0601990ES,2025,3,155,3,0,0,0,1
EI0601990ES,2025,4,158,7,1,0,2,2
EI0601990ES,2025,5,147,5,1,0,0,3
EI0601990ES,2025,6,152,9,0,0,2,3
EI0601990ES,2025,7,150,12,2,1,0,3
EI0601990ES,2025,8,152,6,1,0,1,3
EI0601990ES,2025,9,170,1,1,1,1,3
EI0601990ES,2025,10,165,9,2,0,4,3
EI0601990ES,2025,11,162,1,1,0,1,3
EI0601990ES,2025,12,162,8,0,0,0,1
EI0601990ES,2026,1,153,1,0,0,0,2
EI9701991ES,2025,2,151,2,0,0,0,2
EI9701991ES,2025,3,150,5,1,0,0,2
EI9701991ES,2025,4,164,8,1,0,1,2
EI9701991ES,2025,5,146,3,1,0,0,2
EI9701991ES,2025,6,164,1,0,0,1,3
EI9701991ES,2025,7,150,4,0,0,1,1
EI9701991ES,2025,8,162,7,0,0,1,2
EI9701991ES,2025,9,152,10,1,0,1,3
EI9701991ES,2025,10,157,6,1,0,1,3
EI9701991ES,2025,11,166,5,0,1,1,1
EI9701991ES,2025,12,158,1,0,0,0,3
EI9701991ES,2026,1,162,2,0,0,2,3
EI2201992ES,2025,2,155,15,1,0,1,3
EI2201992ES,2025,3,161,2,1,1,0,1
EI2201992ES,2025,4,166,3,0,1,0,2
EI2201992ES,2025,5,159,9,1,0,3,4
EI2201992ES,2025,6,163,12,0,0,1,2
EI2201992ES,2025,7,158,3,1,0,2,2
EI2201992ES,2025,8,150,11,2,0,1,3
EI2201992ES,2025,9,151,1,1,0,1,3
EI2201992ES,2025,10,154,7,0,0,0,2
EI2201992ES,2025,11,163,1,0,0,0,2
EI2201992ES,2025,12,155,8,3,0,2,2
EI2201992ES,2026,1,161,4,0,0,0,3
EI0201993ES,2025,2,161,3,1,0,1,2
EI0201993ES,2025,3,160,3,2,0,1,3
EI0201993ES,2025,4,174,7,0,0,1,3
EI0201993ES,2025,5,161,2,1,0,3,3
EI0201993ES,2025,6,164,1,1,0,0,2
EI0201993ES,2025,7,158,1,0,1,1,3
EI0201993ES,2025,8,161,9,0,0,1,3
EI0201993ES,2025,9,159,7,1,0,0,1
EI0201993ES,2025,10,159,6,1,0,1,3
EI0201993ES,2025,11,145,7,1,0,2,3
EI0201993ES,2025,12,158,7,0,0,2,4
EI0201993ES,2026,1,163,6,0,1,0,3
EI1701994ES,2025,2,156,3,0,0,1,3
EI1701994ES,2025,3,160,12,1,0,1,2
EI1701994ES,2025,4,173,3,0,0,2,4
EI1701994ES,2025,5,142,1,2,0,0,3
EI1701994ES,2025,6,168,2,0,1,1,3
EI1701994ES,2025,7,162,1,1,1,1,3
EI1701994ES,2025,8,160,4,0,0,0,1
EI1701994ES,2025,9,151,8,0,1,2,3
EI1701994ES,2025,10,175,2,1,0,0,2
EI1701994ES,2025,11,156,11,2,0,1,3
EI1701994ES,2025,12,172,5,2,0,0,3
EI1701994ES,2026,1,148,7,0,0,0,3
EI9301995ES,2025,2,163,6,0,0,0,3
EI9301995ES,2025,3,166,2,1,0,1,2
EI9301995ES,2025,4,161,10,0,0,2,3
EI9301995ES,2025,5,156,5,0,0,1,1
EI9301995ES,2025,6,155,2,0,0,1,1
EI9301995ES,2025,7,155,10,1,0,0,3
EI9301995ES,2025,8,158,6,0,0,1,3
EI9301995ES,2025,9,162,2,0,0,1,1
EI9301995ES,2025,10,173,1,0,0,2,3
EI9301995ES,2025,11,181,0,0,0,3,3
EI9301995ES,2025,12,171,0,0,0,0,3
EI9301995ES,2026,1,157,2,1,0,0,1
EI9101996ES,2025,2,168,5,0,0,2,3
EI9101996ES,2025,3,153,5,0,0,1,2
EI9101996ES,2025,4,176,6,1,0,0,1
EI9101996ES,2025,5,153,4,1,0,0,1
EI9101996ES,2025,6,169,0,0,0,0,2
EI9101996ES,2025,7,178,4,0,0,3,3
EI9101996ES,2025,8,163,9,0,0,0,4
EI9101996ES,2025,9,156,1,0,0,2,2
EI9101996ES,2025,10,165,1,2,0,0,4
EI9101996ES,2025,11,168,2,0,1,0,3
EI9101996ES,2025,12,169,4,0,0,2,3
EI9101996ES,2026,1,156,0,1,0,0,3
EI1201997ES,2025,2,156,2,0,0,1,1
EI1201997ES,2025,3,166,6,0,0,1,2
EI1201997ES,2025,4,173,6,1,0,2,2
EI1201997ES,2025,5,145,4,0,0,0,2
EI1201997ES,2025,6,170,13,1,1,0,2
EI1201997ES,2025,7,158,3,0,0,2,4
EI1201997ES,2025,8,175,4,0,0,0,2
EI1201997ES,2025,9,163,5,0,0,0,2
EI1201997ES,2025,10,163,1,0,0,2,2
EI1201997ES,2025,11,158,4,0,0,2,4
EI1201997ES,2025,12,152,10,1,0,2,3
EI1201997ES,2026,1,152,4,2,0,2,4
EI1801998ES,2025,2,157,3,0,0,2,2
EI1801998ES,2025,3,166,8,1,2,0,3
EI1801998ES,2025,4,157,4,2,0,0,3
EI1801998ES,2025,5,161,8,1,0,3,3
EI1801998ES,2025,6,160,15,2,0,1,3
EI1801998ES,2025,7,160,2,0,0,1,3
EI1801998ES,2025,8,165,1,0,0,2,3
EI1801998ES,2025,9,162,5,0,0,1,3
EI1801998ES,2025,10,138,10,0,1,2,3
EI1801998ES,2025,11,158,14,0,0,1,3
EI1801998ES,2025,12,174,10,1,0,2,3
EI1801998ES,2026,1,159,6,1,0,1,3
EI0701999ES,2025,2,170,5,0,2,2,3
EI0701999ES,2025,3,164,6,0,0,0,3
EI0701999ES,2025,4,158,5,0,0,1,2
EI0701999ES,2025,5,157,3,0,0,1,2
EI0701999ES,2025,6,165,8,0,0,3,3
EI0701999ES,2025,7,160,13,1,0,1,3
EI0701999ES,2025,8,155,3,0,0,1,2
EI0701999ES,2025,9,175,8,1,0,1,3
EI0701999ES,2025,10,160,9,0,0,5,2
EI0701999ES,2025,11,151,10,2,0,1,2
EI0701999ES,2025,12,163,19,2,1,0,3
EI0701999ES,2026,1,150,8,1,1,0,2
EI2202000ES,2025,2,174,5,1,0,2,3
EI2202000ES,2025,3,150,7,0,0,1,2
EI2202000ES,2025,4,177,7,0,0,2,3
EI2202000ES,2025,5,157,2,0,0,0,2
EI2202000ES,2025,6,153,6,0,0,1,3
EI2202000ES,2025,7,154,3,1,1,0,1
EI2202000ES,2025,8,168,5,1,1,0,3
EI2202000ES,2025,9,168,3,0,0,0,3
EI2202000ES,2025,10,143,7,2,0,2,2
EI2202000ES,2025,11,175,3,0,0,0,3
EI2202000ES,2025,12,157,7,1,1,3,2
EI2202000ES,2026,1,164,5,0,0,1,3
EI2502001ES,2025,2,162,5,0,1,0,3
EI2502001ES,2025,3,145,1,1,0,1,3
EI2502001ES,2025,4,158,3,0,0,1,3
EI2502001ES,2025,5,157,2,0,1,2,3
EI2502001ES,2025,6,156,2,0,1,0,3
EI2502001ES,2025,7,162,10,0,1,0,3
EI2502001ES,2025,8,162,1,1,0,2,1
EI2502001ES,2025,9,158,3,0,2,3,3
EI2502001ES,2025,10,165,0,0,0,2,4
EI2502001ES,2025,11,169,4,1,1,5,3
EI2502001ES,2025,12,166,15,2,0,3,3
EI2502001ES,2026,1,170,11,0,0,1,4
EI0102002ES,2025,2,170,2,0,0,1,3
EI0102002ES,2025,3,163,13,1,0,1,2
EI0102002ES,2025,4,165,3,0,0,0,3
EI0102002ES,2025,5,153,6,0,0,1,3
EI0102002ES,2025,6,157,10,0,0,0,1
EI0102002ES,2025,7,153,2,0,0,0,2
EI0102002ES,2025,8,155,5,2,0,0,2
EI0102002ES,2025,9,170,2,0,1,1,3
EI0102002ES,2025,10,153,9,1,0,0,3
EI0102002ES,2025,11,150,1,1,0,1,3
EI0102002ES,2025,12,163,2,1,1,0,3
EI0102002ES,2026,1,160,3,0,1,4,2
EI0602003ES,2025,2,164,13,1,0,2,1
EI0602003ES,2025,3,145,16,0,0,0,3
EI0602003ES,2025,4,162,2,0,0,2,2
EI0602003ES,2025,5,156,4,0,0,1,3
EI0602003ES,2025,6,159,7,1,0,0,3
EI0602003ES,2025,7,148,1,0,1,2,2
EI0602003ES,2025,8,177,7,2,0,0,2
EI0602003ES,2025,9,160,2,1,0,0,1
EI0602003ES,2025,10,154,4,0,0,1,2
EI0602003ES,2025,11,177,16,0,0,2,3
EI0602003ES,2025,12,158,6,1,0,0,3
EI0602003ES,2026,1,165,15,0,0,0,2
EI2402004ES,2025,2,159,3,1,0,1,3
EI2402004ES,2025,3,163,4,0,1,2,3
EI2402004ES,2025,4,161,2,0,0,1,3
EI2402004ES,2025,5,159,0,2,0,0,2
EI2402004ES,2025,6,164,8,3,1,0,2
EI2402004ES,2025,7,146,6,1,0,1,3
EI2402004ES,2025,8,148,1,2,0,0,2
EI2402004ES,2025,9,168,4,2,0,1,3
EI2402004ES,2025,10,160,4,0,0,1,4
EI2402004ES,2025,11,160,3,1,1,1,3
EI2402004ES,2025,12,153,11,2,0,0,3
EI2402004ES,2026,1,147,2,1,1,0,2
EI0202005ES,2025,2,156,9,0,0,1,1
EI0202005ES,2025,3,173,2,1,0,0,3
EI0202005ES,2025,4,165,3,0,0,2,2
EI0202005ES,2025,5,157,6,0,0,3,3
EI0202005ES,2025,6,173,8,1,0,2,3
EI0202005ES,2025,7,171,1,0,0,4,4
EI0202005ES,2025,8,171,8,0,0,1,3
EI0202005ES,2025,9,168,24,3,0,0,1
EI0202005ES,2025,10,164,15,1,0,0,3
EI0202005ES,2025,11,162,16,0,0,1,3
EI0202005ES,2025,12,152,9,1,0,3,3
EI0202005ES,2026,1,157,2,0,0,1,3
EI9802006ES,2025,2,158,6,0,0,2,2
EI9802006ES,2025,3,164,8,1,0,0,1
EI9802006ES,2025,4,140,1,2,0,2,3
EI9802006ES,2025,5,151,4,1,1,1,3
EI9802006ES,2025,6,165,4,1,1,0,3
EI9802006ES,2025,7,168,1,1,0,1,2
EI9802006ES,2025,8,154,3,1,0,1,3
EI9802006ES,2025,9,160,2,0,0,1,3
EI9802006ES,2025,10,148,3,0,0,1,3
EI9802006ES,2025,11,151,10,1,0,3,3
EI9802006ES,2025,12,166,1,0,0,2,3
EI9802006ES,2026,1,174,13,0,0,2,4
EI9002007ES,2025,2,164,8,0,0,1,2
EI9002007ES,2025,3,151,9,0,1,0,2
EI9002007ES,2025,4,152,16,0,0,2,3
EI9002007ES,2025,5,143,7,0,0,1,1
EI9002007ES,2025,6,156,8,1,0,0,3
EI9002007ES,2025,7,158,2,0,0,2,2
EI9002007ES,2025,8,159,2,3,0,0,3
EI9002007ES,2025,9,162,7,1,0,0,3
EI9002007ES,2025,10,153,7,0,0,0,3
EI9002007ES,2025,11,159,2,1,1,0,2
EI9002007ES,2025,12,172,10,0,0,1,2
EI9002007ES,2026,1,175,16,2,0,2,3
EI2502008ES,2025,2,166,7,0,0,0,2
EI2502008ES,2025,3,165,13,0,0,0,3
EI2502008ES,2025,4,146,0,1,1,0,3
EI2502008ES,2025,5,157,0,0,0,0,3
EI2502008ES,2025,6,154,3,1,0,3,4
EI2502008ES,2025,7,152,8,0,1,0,2
EI2502008ES,2025,8,167,0,0,0,1,3
EI2502008ES,2025,9,156,2,0,0,1,3
EI2502008ES,2025,10,169,2,0,0,0,3
EI2502008ES,2025,11,151,5,0,0,0,3
EI2502008ES,2025,12,149,0,2,1,0,4
EI2502008ES,2026,1,155,3,0,1,0,3
EI0102009ES,2025,2,163,1,0,0,1,3
EI0102009ES,2025,3,150,3,0,0,0,1
EI0102009ES,2025,4,149,3,0,0,0,2
EI0102009ES,2025,5,166,6,1,0,0,2
EI0102009ES,2025,6,145,10,0,0,1,3
EI0102009ES,2025,7,165,6,2,0,2,3
EI0102009ES,2025,8,153,1,0,0,1,2
EI0102009ES,2025,9,161,7,0,1,1,3
EI0102009ES,2025,10,161,11,0,0,1,2
EI0102009ES,2025,11,138,5,0,1,2,1
EI0102009ES,2025,12,162,2,2,0,1,3
EI0102009ES,2026,1,156,11,0,1,1,2
EI9902010ES,2025,2,153,2,0,0,0,2
EI9902010ES,2025,3,163,4,0,0,1,3
EI9902010ES,2025,4,152,3,1,0,4,1
EI9902010ES,2025,5,152,4,1,0,1,3
EI9902010ES,2025,6,156,4,0,0,1,2
EI9902010ES,2025,7,162,4,1,0,0,2
EI9902010ES,2025,8,155,14,0,1,3,3
EI9902010ES,2025,9,148,3,1,0,2,3
EI9902010ES,2025,10,157,3,1,0,3,3
EI9902010ES,2025,11,153,7,0,1,3,3
EI9902010ES,2025,12,152,1,0,0,2,2
EI9902010ES,2026,1,162,3,0,1,1,3
EI0402011ES,2025,2,178,4,0,0,2,3
EI0402011ES,2025,3,176,10,3,0,1,2
EI0402011ES,2025,4,167,8,0,0,1,2
EI0402011ES,2025,5,148,5,0,0,1,3
EI0402011ES,2025,6,157,1,0,0,0,1
EI0402011ES,2025,7,140,1,0,0,1,2
EI0402011ES,2025,8,164,4,0,0,2,3
EI0402011ES,2025,9,160,9,0,0,2,2
EI0402011ES,2025,10,178,4,0,0,0,2
EI0402011ES,2025,11,163,5,1,0,1,3
EI0402011ES,2025,12,160,5,0,1,0,4
EI0402011ES,2026,1,156,8,0,0,4,3
EI2202012ES,2025,2,166,4,1,0,1,2
EI2202012ES,2025,3,145,11,0,0,1,2
EI2202012ES,2025,4,168,5,1,0,0,3
EI2202012ES,2025,5,171,1,0,0,3,3
EI2202012ES,2025,6,165,2,0,0,2,2
EI2202012ES,2025,7,166,1,1,0,0,2
EI2202012ES,2025,8,155,4,0,0,0,3
EI2202012ES,2025,9,148,1,2,0,1,1
EI2202012ES,2025,10,151,10,0,0,1,3
EI2202012ES,2025,11,147,6,1,0,2,2
EI2202012ES,2025,12,174,7,3,0,2,4
EI2202012ES,2026,1,162,7,0,0,0,2
EI0802013ES,2025,2,162,12,0,0,0,3
EI0802013ES,2025,3,155,2,3,0,0,3
EI0802013ES,2025,4,162,3,1,0,2,2
EI0802013ES,2025,5,148,7,1,0,0,2
EI0802013ES,2025,6,153,4,1,0,2,2
EI0802013ES,2025,7,167,5,0,1,0,3
EI0802013ES,2025,8,150,10,1,1,0,3
EI0802013ES,2025,9,171,3,0,1,2,3
EI0802013ES,2025,10,163,6,0,0,0,2
EI0802013ES,2025,11,155,6,1,0,0,2
EI0802013ES,2025,12,172,11,1,0,1,3
EI0802013ES,2026,1,163,8,1,0,3,4
EI0702014ES,2025,2,157,10,0,2,2,2
EI0702014ES,2025,3,164,9,0,0,1,3
EI0702014ES,2025,4,149,2,0,0,1,2
EI0702014ES,2025,5,157,11,1,0,0,2
EI0702014ES,2025,6,164,13,1,0,2,3
EI0702014ES,2025,7,163,10,1,0,0,1
EI0702014ES,2025,8,161,2,2,1,2,3
EI0702014ES,2025,9,161,3,1,1,0,3
EI0702014ES,2025,10,158,1,1,0,2,2
EI0702014ES,2025,11,163,7,1,0,0,2
EI0702014ES,2025,12,166,8,1,0,2,3
EI0702014ES,2026,1,174,6,1,0,2,1
EI0502015ES,2025,2,175,11,2,0,2,3
EI0502015ES,2025,3,162,14,0,1,0,3
EI0502015ES,2025,4,169,3,1,0,2,4
EI0502015ES,2025,5,148,11,1,1,1,4
EI0502015ES,2025,6,157,5,0,0,0,2
EI0502015ES,2025,7,158,6,3,0,1,3
EI0502015ES,2025,8,155,1,0,1,2,2
EI0502015ES,2025,9,160,12,1,0,5,3
EI0502015ES,2025,10,177,5,0,0,0,2
EI0502015ES,2025,11,149,1,3,0,1,3
EI0502015ES,2025,12,171,0,0,0,0,2
EI0502015ES,2026,1,151,4,1,1,5,3
EI9602016ES,2025,2,157,2,0,1,0,2
EI9602016ES,2025,3,148,2,1,0,2,3
EI9602016ES,2025,4,179,5,1,0,1,4
EI9602016ES,2025,5,159,9,0,0,0,3
EI9602016ES,2025,6,163,4,0,0,1,1
EI9602016ES,2025,7,159,6,1,0,2,4
EI9602016ES,2025,8,162,4,1,0,0,4
EI9602016ES,2025,9,147,9,2,1,2,4
EI9602016ES,2025,10,159,6,1,0,1,3
EI9602016ES,2025,11,162,7,0,1,1,2
EI9602016ES,2025,12,155,6,0,0,0,1
EI9602016ES,2026,1,159,0,0,0,1,2
EI1302017ES,2025,2,167,7,0,0,2,3
EI1302017ES,2025,3,162,6,0,1,1,2
EI1302017ES,2025,4,145,1,1,0,1,2
EI1302017ES,2025,5,150,5,0,0,1,3
EI1302017ES,2025,6,162,4,0,0,0,3
EI1302017ES,2025,7,156,16,1,2,1,3
EI1302017ES,2025,8,166,14,2,0,0,3
EI1302017ES,2025,9,160,1,0,0,0,2
EI1302017ES,2025,10,156,8,0,0,1,2
EI1302017ES,2025,11,154,4,1,1,1,4
EI1302017ES,2025,12,165,3,0,0,2,3
EI1302017ES,2026,1,162,2,0,0,2,3
EI0802018ES,2025,2,167,5,0,0,0,1
EI0802018ES,2025,3,149,6,3,1,0,3
EI0802018ES,2025,4,147,1,0,0,2,3
EI0802018ES,2025,5,161,2,1,0,0,1
EI0802018ES,2025,6,144,3,0,1,1,2
EI0802018ES,2025,7,157,6,0,1,0,1
EI0802018ES,2025,8,163,2,1,1,2,3
EI0802018ES,2025,9,167,2,0,0,1,3
EI0802018ES,2025,10,159,14,0,2,1,2
EI0802018ES,2025,11,153,0,2,0,1,3
EI0802018ES,2025,12,151,4,0,1,0,3
EI0802018ES,2026,1,161,12,0,0,2,3
EI1102019ES,2025,2,163,4,0,0,0,3
EI1102019ES,2025,3,166,3,0,1,2,3
EI1102019ES,2025,4,162,5,1,0,2,3
EI1102019ES,2025,5,156,4,0,0,1,2
EI1102019ES,2025,6,153,3,0,0,1,2
EI1102019ES,2025,7,166,4,0,0,2,2
EI1102019ES,2025,8,155,2,0,0,2,3
EI1102019ES,2025,9,153,10,0,0,3,3
EI1102019ES,2025,10,176,12,0,0,1,2
EI1102019ES,2025,11,141,8,2,0,0,1
EI1102019ES,2025,12,144,4,0,0,1,4
EI1102019ES,2026,1,170,5,0,1,1,3
EI9902020ES,2025,2,158,6,1,0,1,2
EI9902020ES,2025,3,156,5,0,0,2,2
EI9902020ES,2025,4,175,4,0,0,0,3
EI9902020ES,2025,5,168,2,1,0,1,3
EI9902020ES,2025,6,158,10,2,0,0,3
EI9902020ES,2025,7,151,11,0,1,3,3
EI9902020ES,2025,8,163,11,0,0,1,2
EI9902020ES,2025,9,151,14,0,0,2,2
EI9902020ES,2025,10,160,1,0,0,0,2
EI9902020ES,2025,11,154,7,0,0,0,3
EI9902020ES,2025,12,161,15,1,0,1,3
EI9902020ES,2026,1,146,9,1,0,0,2
EI0302021ES,2025,2,158,14,0,0,1,3
EI0302021ES,2025,3,155,7,0,0,2,1
EI0302021ES,2025,4,166,7,1,0,1,2
EI0302021ES,2025,5,158,2,2,0,0,1
EI0302021ES,2025,6,164,1,0,0,1,1
EI0302021ES,2025,7,165,2,0,0,0,3
EI0302021ES,2025,8,153,1,0,0,0,3
EI0302021ES,2025,9,162,4,1,0,1,3
EI0302021ES,2025,10,159,4,1,0,0,3
EI0302021ES,2025,11,172,0,2,0,2,3
EI0302021ES,2025,12,161,0,0,0,0,3
EI0302021ES,2026,1,168,6,0,0,2,2
EI2002022ES,2025,2,158,3,1,0,2,3
EI2002022ES,2025,3,156,5,0,0,1,3
EI2002022ES,2025,4,156,2,2,0,0,3
EI2002022ES,2025,5,160,3,1,0,1,3
EI2002022ES,2025,6,171,6,1,0,1,2
EI2002022ES,2025,7,160,5,1,0,1,2
EI2002022ES,2025,8,154,0,0,0,1,2
EI2002022ES,2025,9,163,11,0,1,2,3
EI2002022ES,2025,10,160,8,0,0,1,1
EI2002022ES,2025,11,159,3,1,0,0,3
EI2002022ES,2025,12,156,17,0,0,0,3
EI2002022ES,2026,1,156,6,1,0,0,3
EI1802023ES,2025,2,158,0,1,0,1,3
EI1802023ES,2025,3,175,8,0,0,1,1
EI1802023ES,2025,4,167,2,0,0,0,1
EI1802023ES,2025,5,175,1,0,0,0,2
EI1802023ES,2025,6,163,3,0,0,1,3
EI1802023ES,2025,7,151,5,0,0,1,2
EI1802023ES,2025,8,155,1,0,0,3,2
EI1802023ES,2025,9,154,6,2,0,1,3
EI1802023ES,2025,10,172,4,2,0,1,3
EI1802023ES,2025,11,174,10,0,1,1,2
EI1802023ES,2025,12,156,5,0,0,2,3
EI1802023ES,2026,1,156,6,0,0,0,3
EI0502024ES,2025,2,156,0,0,0,1,1
EI0502024ES,2025,3,159,1,2,0,1,2
EI0502024ES,2025,4,150,6,1,0,0,1
EI0502024ES,2025,5,169,4,2,0,1,3
EI0502024ES,2025,6,160,4,0,0,0,2
EI0502024ES,2025,7,148,3,0,0,0,3
EI0502024ES,2025,8,171,4,1,0,0,2
EI0502024ES,2025,9,156,1,2,1,1,2
EI0502024ES,2025,10,151,9,1,0,6,2
EI0502024ES,2025,11,160,12,0,0,0,3
EI0502024ES,2025,12,182,4,0,0,0,3
EI0502024ES,2026,1,168,0,0,1,1,2
EI2402025ES,2025,2,148,11,1,0,4,4
EI2402025ES,2025,3,157,2,1,0,0,1
EI2402025ES,2025,4,166,1,0,0,1,2
EI2402025ES,2025,5,164,6,0,0,0,3
EI2402025ES,2025,6,159,3,0,0,2,1
EI2402025ES,2025,7,169,12,3,0,1,3
EI2402025ES,2025,8,165,8,3,0,0,4
EI2402025ES,2025,9,151,6,2,0,0,3
EI2402025ES,2025,10,149,1,2,1,1,3
EI2402025ES,2025,11,158,4,1,1,0,3
EI2402025ES,2025,12,165,9,1,0,3,3
EI2402025ES,2026,1,148,9,1,0,2,2
EI2302026ES,2025,2,168,8,1,0,2,2
EI2302026ES,2025,3,164,3,0,1,1,2
EI2302026ES,2025,4,158,3,0,0,3,3
EI2302026ES,2025,5,156,11,0,1,0,3
EI2302026ES,2025,6,152,3,0,0,2,3
EI2302026ES,2025,7,150,5,1,0,0,2
EI2302026ES,2025,8,152,10,0,0,1,1
EI2302026ES,2025,9,159,4,1,0,1,4
EI2302026ES,2025,10,171,10,0,0,1,2
EI2302026ES,2025,11,153,19,1,0,5,3
EI2302026ES,2025,12,175,16,1,1,0,2
EI2302026ES,2026,1,147,6,0,0,4,2
EI1402027ES,2025,2,169,9,1,0,2,3
EI1402027ES,2025,3,173,1,1,0,1,3
EI1402027ES,2025,4,163,9,1,0,3,4
EI1402027ES,2025,5,153,1,1,0,0,1
EI1402027ES,2025,6,167,6,0,0,0,2
EI1402027ES,2025,7,159,5,0,0,3,3
EI1402027ES,2025,8,173,1,0,0,1,3
EI1402027ES,2025,9,161,1,0,0,1,1
EI1402027ES,2025,10,153,2,0,0,0,3
EI1402027ES,2025,11,170,3,2,0,1,3
EI1402027ES,2025,12,155,2,0,0,1,3
EI1402027ES,2026,1,158,12,0,0,0,2
EI1702028ES,2025,2,161,6,0,2,1,3
EI1702028ES,2025,3,155,7,1,0,0,3
EI1702028ES,2025,4,157,11,1,0,0,1
EI1702028ES,2025,5,162,0,0,0,0,2
EI1702028ES,2025,6,168,2,0,0,1,3
