numero_empleado,titulo,departamento,fecha_ingreso,modalidad_trabajo,salario_bruto_anual_eur
EI9700963ES,Asistente Comercial,Comercial,1997-03-29,Oficina,25202
EI1800964ES,Gerente de Área,Gerencia,2018-11-27,Híbrido,115188
EI1300965ES,Director Financiero,Dirección,2013-04-05,Oficina,179634
EI9700966ES,Analista de Operaciones,Operaciones,1997-06-09,Híbrido,48987
EI0300967ES,Asistente de Crédito,Crédito,2003-07-23,Híbrido,33202
EI2200968ES,Analista de Riesgo,Riesgo,2022-12-03,Oficina,53487
EI1800969ES,Cajero,Atención al Cliente,2018-07-16,Oficina,26690
EI2600970ES,Ejecutivo Comercial,Comercial,2026-07-11,Híbrido,39676
EI2300971ES,Gerente de Operaciones,Operaciones,2023-07-26,Híbrido,106081
EI9700972ES,Gerente Comercial,Comercial,1997-07-22,Oficina,102225
EI9300973ES,Gerente de Crédito,Crédito,1993-02-18,Híbrido,97383
EI0200974ES,Asistente de Crédito,Crédito,2002-12-08,Oficina,32060
EI0600975ES,Gerente de Crédito,Crédito,2006-10-22,Oficina,82215
EI1100976ES,Arquitecto de Software,IT,2011-10-28,Híbrido,81926
EI1500977ES,Analista de Datos,IT,2015-06-10,Híbrido,58931
EI9200978ES,Gerente de Crédito,Crédito,1992-08-24,Oficina,81975
EI0800979ES,Asistente de Plataforma,Atención al Cliente,2008-05-03,Oficina,30220
EI1800980ES,Analista RRHH,Talento Humano,2018-01-04,Oficina,33578
EI0300981ES,Gerente de Operaciones,Operaciones,2003-02-24,Híbrido,85616
EI0200982ES,Gerente Comercial,Comercial,2002-06-01,Híbrido,74211
EI1600983ES,Gerente IT,IT,2016-04-09,Remoto,105386
EI2000984ES,Ejecutivo Comercial,Comercial,2020-03-07,Oficina,59921
EI9200985ES,Gerente de Riesgo,Riesgo,1992-09-27,Oficina,97437
EI1600986ES,Supervisor de Sucursal,Atención al Cliente,2016-02-16,Oficina,36371
EI9900987ES,Gerente de Operaciones,Operaciones,1999-06-21,Oficina,114231
EI1700988ES,Analista de Datos,IT,2017-01-18,Remoto,79083
EI1100989ES,Asistente de Plataforma,Atención al Cliente,2011-03-25,Oficina,28521
EI0900990ES,Soporte IT,IT,2009-04-07,Remoto,35514
EI0500991ES,Supervisor de Sucursal,Atención al Cliente,2005-05-22,Oficina,45329
EI0600992ES,Gerente Comercial,Comercial,2006-03-16,Híbrido,96114
EI0500993ES,Gerente de Riesgo,Riesgo,2005-12-21,Oficina,101643
EI1000994ES,Cajero,Atención al Cliente,2010-07-01,Oficina,29131
EI2200995ES,Analista de Riesgo,Riesgo,2022-07-14,Oficina,67375
EI1600996ES,Gerente de Crédito,Crédito,2016-12-31,Híbrido,78054
EI2300997ES,Asistente Comercial,Comercial,2023-09-16,Híbrido,29072
EI1700998ES,Ejecutivo Comercial,Comercial,2017-09-27,Híbrido,57484
EI0800999ES,Asistente Comercial,Comercial,2008-07-13,Oficina,28079
EI2601000ES,Asistente Comercial,Comercial,2026-06-14,Oficina,30278
EI0601001ES,Asistente Comercial,Comercial,2006-02-27,Híbrido,25749
EI0001002ES,Analista de Datos,IT,2000-06-23,Remoto,76754
EI1701003ES,Supervisor de Sucursal,Atención al Cliente,2017-06-24,Oficina,37666
EI0901004ES,Gerente de Área,Gerencia,2009-03-12,Oficina,121203
EI0701005ES,Asistente Comercial,Comercial,2007-04-07,Oficina,29814
EI1301006ES,Gerente de Riesgo,Riesgo,2013-04-30,Oficina,117479
EI1201007ES,Gerente Comercial,Comercial,2012-05-03,Híbrido,75707
EI9701008ES,Analista de Operaciones,Operaciones,1997-07-16,Oficina,49623
EI1901009ES,Analista de Riesgo,Riesgo,2019-09-22,Oficina,57716
EI9901010ES,Gerente de Riesgo,Riesgo,1999-06-30,Oficina,91169
EI0901011ES,Cajero,Atención al Cliente,2009-07-05,Oficina,27863
EI9701012ES,Gerente de Área,Gerencia,1997-03-10,Híbrido,111397
EI9901013ES,Ejecutivo Comercial,Comercial,1999-11-20,Híbrido,58565
EI1101014ES,Asistente Comercial,Comercial,2011-05-14,Oficina,27016
EI9401015ES,Analista de Riesgo,Riesgo,1994-01-21,Híbrido,66068
EI1501016ES,Gerente Comercial,Comercial,2015-11-02,Oficina,109366
EI0501017ES,Asistente Comercial,Comercial,2005-05-25,Híbrido,31176
EI1801018ES,Analista RRHH,Talento Humano,2018-10-21,Híbrido,48412
EI0001019ES,Cajero,Atención al Cliente,2000-01-11,Oficina,24122
EI0301020ES,Director Financiero,Dirección,2003-01-20,Oficina,125746
EI0501021ES,Gerente Comercial,Comercial,2005-04-06,Oficina,108810
EI9501022ES,Asistente Comercial,Comercial,1995-03-18,Híbrido,34385
EI0401023ES,Gerente de Crédito,Crédito,2004-01-22,Oficina,94916
EI9201024ES,Director Comercial,Dirección,1992-10-10,Oficina,158670
EI0901025ES,Analista de Datos,IT,2009-01-02,Remoto,65948
EI2501026ES,Asistente Comercial,Comercial,2025-09-24,Oficina,27069
EI0701027ES,Gerente IT,IT,2007-09-25,Remoto,90602
EI9601028ES,Analista de Operaciones,Operaciones,1996-06-28,Oficina,44726
EI2001029ES,Analista de Datos,IT,2020-07-02,Híbrido,74870
EI0201030ES,Supervisor de Sucursal,Atención al Cliente,2002-09-18,Oficina,39779
EI1601031ES,Gerente IT,IT,2016-11-12,Remoto,110980
EI2001032ES,Asistente Comercial,Comercial,2020-11-21,Híbrido,27022
EI1801033ES,Gerente de Área,Gerencia,2018-04-23,Híbrido,104136
EI2101034ES,Analista de Crédito,Crédito,2021-08-02,Oficina,47343
EI9601035ES,Gerente de Área,Gerencia,1996-11-06,Oficina,103802
EI2401036ES,Gerente de Operaciones,Operaciones,2024-10-23,Híbrido,91732
EI0301037ES,Analista de Riesgo,Riesgo,2003-06-02,Oficina,66706
EI1401038ES,Gerente IT,IT,2014-07-31,Remoto,115708
EI2001039ES,Analista de Riesgo,Riesgo,2020-05-29,Híbrido,55513
EI0701040ES,Analista de Datos,IT,2007-07-18,Remoto,49707
EI2101041ES,Asistente de Plataforma,Atención al Cliente,2021-03-28,Oficina,26196
EI1401042ES,Asistente de Crédito,Crédito,2014-08-01,Oficina,31451
EI0401043ES,Gerente Comercial,Comercial,2004-07-04,Oficina,108036
EI0301044ES,Asistente Comercial,Comercial,2003-08-22,Oficina,32496
EI9601045ES,Supervisor de Sucursal,Atención al Cliente,1996-03-03,Oficina,49479
EI1101046ES,Asistente Comercial,Comercial,2011-08-23,Oficina,29769
EI9901047ES,Gerente Comercial,Comercial,1999-10-14,Oficina,82822
EI2201048ES,Especialista RRHH,Talento Humano,2022-07-26,Oficina,53863
EI0601049ES,Gerente de Operaciones,Operaciones,2006-11-22,Oficina,107991
EI9401050ES,Cajero,Atención al Cliente,1994-04-23,Oficina,24912
EI9801051ES,Analista de Datos,IT,1998-01-22,Híbrido,48438
EI1901052ES,Analista RRHH,Talento Humano,2019-03-01,Híbrido,41091
EI1801053ES,Gerente Comercial,Comercial,2018-02-15,Oficina,96476
EI9501054ES,Gerente Comercial,Comercial,1995-05-01,Híbrido,85784
EI0301055ES,Asistente de Plataforma,Atención al Cliente,2003-07-31,Oficina,25826
EI2301056ES,Supervisor de Sucursal,Atención al Cliente,2023-06-06,Oficina,47300
EI2501057ES,Supervisor de Sucursal,Atención al Cliente,2025-09-04,Oficina,37936
EI2601058ES,Analista de Crédito,Crédito,2026-09-14,Híbrido,56309
EI1801059ES,Desarrollador,IT,2018-05-14,Remoto,69171
EI9501060ES,Cajero,Atención al Cliente,1995-05-21,Oficina,22955
EI9501061ES,Cajero,Atención al Cliente,1995-06-23,Oficina,26007
EI9101062ES,Director de Riesgo,Dirección,1991-01-13,Híbrido,158459
EI2101063ES,Desarrollador,IT,2021-02-13,Híbrido,46196
EI1101064ES,Ejecutivo Comercial,Comercial,2011-09-20,Híbrido,56122
EI1501065ES,Ejecutivo Comercial,Comercial,2015-08-20,Oficina,39103
EI9201066ES,Gerente de Área,Gerencia,1992-11-06,Oficina,125226
EI2601067ES,Analista de Datos,IT,2026-06-19,Remoto,46294
EI2601068ES,Asistente Comercial,Comercial,2026-09-02,Híbrido,33788
EI1301069ES,Gerente IT,IT,2013-04-11,Híbrido,128320
EI1901070ES,Arquitecto de Software,IT,2019-07-18,Híbrido,77689
EI9001071ES,Director de Riesgo,Dirección,1990-03-29,Híbrido,156354
EI9501072ES,Especialista RRHH,Talento Humano,1995-07-09,Oficina,36282
EI9901073ES,Soporte IT,IT,1999-04-02,Híbrido,40692
EI1501074ES,Gerente de Crédito,Crédito,2015-03-26,Oficina,86827
EI9501075ES,Gerente Comercial,Comercial,1995-08-06,Híbrido,103170
EI1401076ES,Asistente de Plataforma,Atención al Cliente,2014-06-03,Oficina,25811
EI1901077ES,Analista de Crédito,Crédito,2019-07-11,Oficina,35002
EI9201078ES,Ejecutivo Comercial,Comercial,1992-01-27,Híbrido,52021
EI0901079ES,Soporte IT,IT,2009-12-16,Remoto,32291
EI0401080ES,Asistente Comercial,Comercial,2004-01-15,Híbrido,33563
EI1401081ES,Asistente Comercial,Comercial,2014-02-22,Oficina,33365
EI9401082ES,Analista RRHH,Talento Humano,1994-06-11,Oficina,31465
EI9801083ES,Cajero,Atención al Cliente,1998-06-09,Oficina,23160
EI9901084ES,Ejecutivo Comercial,Comercial,1999-08-28,Oficina,39397
EI0601085ES,Soporte IT,IT,2006-02-08,Híbrido,34544
EI1701086ES,Asistente de Crédito,Crédito,2017-11-30,Oficina,31914
EI0101087ES,Analista de Riesgo,Riesgo,2001-09-10,Oficina,52510
EI1001088ES,Analista de Crédito,Crédito,2010-06-17,Híbrido,37728
EI0901089ES,Asistente Comercial,Comercial,2009-01-29,Oficina,27346
EI1801090ES,Gerente de Crédito,Crédito,2018-03-29,Oficina,87655
EI0601091ES,Asistente Comercial,Comercial,2006-09-11,Oficina,34234
EI2601092ES,Analista de Crédito,Crédito,2026-11-08,Híbrido,40029
EI0601093ES,Analista de Crédito,Crédito,2006-12-31,Oficina,35849
EI0201094ES,Gerente Comercial,Comercial,2002-02-12,Oficina,78167
EI1401095ES,Supervisor de Sucursal,Atención al Cliente,2014-08-07,Oficina,48329
EI0401096ES,Gerente IT,IT,2004-10-10,Remoto,95831
EI2401097ES,Ejecutivo Comercial,Comercial,2024-11-25,Oficina,43953
EI0201098ES,Arquitecto de Software,IT,2002-04-11,Híbrido,70646
EI9901099ES,Asistente de Plataforma,Atención al Cliente,1999-12-20,Oficina,29203
EI2501100ES,Cajero,Atención al Cliente,2025-02-10,Oficina,29582
EI9701101ES,Gerente IT,IT,1997-11-19,Remoto,124503
EI2601102ES,Asistente Comercial,Comercial,2026-11-04,Oficina,33021
EI0501103ES,Asistente Comercial,Comercial,2005-08-26,Híbrido,34374
EI0201104ES,Asistente de Crédito,Crédito,2002-02-27,Oficina,34952
EI9701105ES,Gerente de Talento Humano,Talento Humano,1997-08-29,Híbrido,100840
EI0501106ES,Cajero,Atención al Cliente,2005-06-26,Oficina,28603
EI1101107ES,Analista de Riesgo,Riesgo,2011-05-23,Oficina,59408
EI9001108ES,Ejecutivo Comercial,Comercial,1990-06-05,Oficina,57500
EI9601109ES,Arquitecto de Software,IT,1996-05-26,Remoto,94825
EI2201110ES,Gerente IT,IT,2022-07-17,Híbrido,114258
EI2101111ES,Gerente de Área,Gerencia,2021-09-14,Oficina,120001
EI0501112ES,Especialista RRHH,Talento Humano,2005-11-17,Híbrido,50357
EI0901113ES,Ejecutivo Comercial,Comercial,2009-03-10,Oficina,52058
EI1801114ES,Ejecutivo Comercial,Comercial,2018-07-07,Híbrido,37848
EI2401115ES,Analista de Crédito,Crédito,2024-07-26,Oficina,45247
EI9301116ES,Asistente de Crédito,Crédito,1993-07-26,Oficina,26256
EI9701117ES,Gerente de Talento Humano,Talento Humano,1997-05-29,Oficina,117703
EI2301118ES,Gerente de Operaciones,Operaciones,2023-05-08,Híbrido,98733
EI0901119ES,Gerente Comercial,Comercial,2009-01-07,Oficina,103337
EI1201120ES,Analista de Datos,IT,2012-05-01,Híbrido,78751
EI9001121ES,Ejecutivo Comercial,Comercial,1990-08-16,Oficina,55194
EI9001122ES,Asistente de Crédito,Crédito,1990-04-30,Híbrido,31962
EI2301123ES,Gerente Comercial,Comercial,2023-02-24,Oficina,104610
EI9701124ES,Analista de Operaciones,Operaciones,1997-07-24,Oficina,57102
EI9301125ES,Gerente de Área,Gerencia,1993-05-15,Oficina,114055
EI0501126ES,Asistente Comercial,Comercial,2005-11-06,Híbrido,25834
EI0701127ES,Ejecutivo Comercial,Comercial,2007-01-03,Híbrido,40586
EI0501128ES,Gerente Comercial,Comercial,2005-02-28,Oficina,86368
EI0301129ES,Ejecutivo Comercial,Comercial,2003-06-03,Híbrido,50831
EI9901130ES,Analista de Riesgo,Riesgo,1999-07-23,Híbrido,40073
EI0301131ES,Arquitecto de Software,IT,2003-09-04,Híbrido,103785
EI1701132ES,Analista de Datos,IT,2017-09-17,Híbrido,76999
EI9001133ES,Gerente de Área,Gerencia,1990-04-07,Híbrido,120169
EI0501134ES,Director Comercial,Dirección,2005-11-16,Oficina,127023
EI2201135ES,Analista de Crédito,Crédito,2022-05-29,Híbrido,41100
EI9001136ES,Analista de Crédito,Crédito,1990-05-26,Híbrido,38320
EI9801137ES,Director IT,Dirección,1998-11-11,Híbrido,125553
EI9501138ES,Analista de Riesgo,Riesgo,1995-07-23,Híbrido,69920
EI9601139ES,Gerente Comercial,Comercial,1996-12-24,Oficina,86392
EI0701140ES,Asistente de Plataforma,Atención al Cliente,2007-09-26,Oficina,29132
EI0601141ES,Analista de Riesgo,Riesgo,2006-05-08,Oficina,54035
EI9401142ES,Analista de Riesgo,Riesgo,1994-11-16,Híbrido,54371
EI9601143ES,Gerente Comercial,Comercial,1996-04-10,Híbrido,93182
EI0601144ES,Gerente de Operaciones,Operaciones,2006-02-11,Oficina,93006
EI0201145ES,Director de Riesgo,Dirección,2002-10-12,Oficina,122638
EI0801146ES,Analista de Datos,IT,2008-11-20,Híbrido,66706
EI1901147ES,Gerente de Área,Gerencia,2019-11-20,Híbrido,103041
EI0101148ES,Analista RRHH,Talento Humano,2001-12-03,Híbrido,33892
EI1401149ES,Analista de Datos,IT,2014-09-05,Híbrido,77477
EI2301150ES,Asistente de Plataforma,Atención al Cliente,2023-09-10,Oficina,29551
EI2201151ES,Asistente de Crédito,Crédito,2022-07-26,Oficina,31370
EI9401152ES,Cajero,Atención al Cliente,1994-11-03,Oficina,28493
EI9501153ES,Gerente de Crédito,Crédito,1995-08-29,Híbrido,80193
EI9001154ES,Asistente Comercial,Comercial,1990-08-12,Oficina,28874
EI0501155ES,Asistente de Crédito,Crédito,2005-05-07,Oficina,32039
EI1101156ES,Gerente de Área,Gerencia,2011-07-17,Híbrido,108970
EI9301157ES,Analista de Crédito,Crédito,1993-09-15,Híbrido,59933
EI1701158ES,Gerente de Operaciones,Operaciones,2017-09-14,Oficina,89993
EI0201159ES,Gerente de Área,Gerencia,2002-08-12,Híbrido,97537
EI1901160ES,Arquitecto de Software,IT,2019-11-22,Híbrido,98125
EI2101161ES,Analista de Datos,IT,2021-09-09,Híbrido,51754
EI1601162ES,Gerente de Crédito,Crédito,2016-07-09,Oficina,79746
EI9501163ES,Gerente Comercial,Comercial,1995-12-08,Oficina,96298
EI9801164ES,Ejecutivo Comercial,Comercial,1998-08-15,Híbrido,39790
EI1701165ES,Gerente IT,IT,2017-08-27,Híbrido,103083
EI0701166ES,Gerente Comercial,Comercial,2007-01-23,Híbrido,96692
EI9901167ES,Arquitecto de Software,IT,1999-12-13,Remoto,92031
EI9201168ES,Especialista RRHH,Talento Humano,1992-10-02,Híbrido,51707
EI9201169ES,Asistente Comercial,Comercial,1992-04-26,Oficina,29985
EI0601170ES,Especialista RRHH,Talento Humano,2006-04-23,Híbrido,44193
EI0801171ES,Asistente Comercial,Comercial,2008-10-02,Híbrido,29046
EI9801172ES,Gerente Comercial,Comercial,1998-02-25,Oficina,72679
EI1901173ES,Gerente de Talento Humano,Talento Humano,2019-08-17,Oficina,101078
EI1101174ES,Director Comercial,Dirección,2011-03-06,Oficina,138360
EI9801175ES,Gerente de Área,Gerencia,1998-04-17,Híbrido,106532
EI0401176ES,Especialista RRHH,Talento Humano,2004-12-29,Oficina,44973
EI2001177ES,Gerente de Crédito,Crédito,2020-01-04,Oficina,70895
EI0601178ES,Asistente de Plataforma,Atención al Cliente,2006-03-05,Oficina,28920
EI1301179ES,Soporte IT,IT,2013-09-21,Remoto,39907
EI1901180ES,Gerente de Crédito,Crédito,2019-03-03,Oficina,88084
EI0701181ES,Asistente Comercial,Comercial,2007-03-25,Oficina,26429
EI1801182ES,Gerente Comercial,Comercial,2018-03-29,Oficina,109441
EI1601183ES,Cajero,Atención al Cliente,2016-04-24,Oficina,29932
EI2601184ES,Asistente Comercial,Comercial,2026-09-01,Oficina,28120
EI0901185ES,Asistente Comercial,Comercial,2009-12-30,Oficina,26616
EI0301186ES,Director Comercial,Dirección,2003-07-11,Híbrido,167536
EI1301187ES,Director de Riesgo,Dirección,2013-12-07,Oficina,167236
EI9501188ES,Gerente Comercial,Comercial,1995-09-26,Híbrido,82563
EI2101189ES,Asistente de Crédito,Crédito,2021-12-02,Híbrido,29137
EI1001190ES,Analista de Operaciones,Operaciones,2010-02-12,Oficina,55639
EI9301191ES,Analista de Riesgo,Riesgo,1993-01-14,Híbrido,55821
EI9701192ES,Gerente de Área,Gerencia,1997-06-28,Híbrido,129266
EI9501193ES,Asistente Comercial,Comercial,1995-10-14,Oficina,29745
EI9201194ES,Soporte IT,IT,1992-09-23,Híbrido,43015
EI2601195ES,Asistente de Crédito,Crédito,2026-07-16,Híbrido,31512
EI9701196ES,Director Financiero,Dirección,1997-06-04,Híbrido,148688
EI2401197ES,Soporte IT,IT,2024-12-17,Remoto,36393
EI9901198ES,Gerente de Área,Gerencia,1999-04-14,Oficina,102062
EI1501199ES,Gerente Comercial,Comercial,2015-08-27,Oficina,84274
EI1001200ES,Supervisor de Sucursal,Atención al Cliente,2010-06-06,Oficina,51509
EI2201201ES,Asistente de Crédito,Crédito,2022-04-28,Híbrido,33602
EI9901202ES,Asistente de Plataforma,Atención al Cliente,1999-11-19,Oficina,27855
EI0201203ES,Asistente Comercial,Comercial,2002-01-17,Oficina,34046
EI0001204ES,Gerente de Crédito,Crédito,2000-01-17,Oficina,72989
EI9101205ES,Especialista RRHH,Talento Humano,1991-10-03,Oficina,55958
EI9501206ES,Analista de Riesgo,Riesgo,1995-12-19,Oficina,48861
EI2601207ES,Gerente de Riesgo,Riesgo,2026-12-08,Oficina,93760
EI1901208ES,Gerente de Operaciones,Operaciones,2019-02-05,Híbrido,102771
EI9301209ES,Analista de Crédito,Crédito,1993-09-25,Híbrido,58116
EI9501210ES,Asistente Comercial,Comercial,1995-12-30,Híbrido,31690
EI9201211ES,Ejecutivo Comercial,Comercial,1992-07-27,Oficina,55511
EI9901212ES,Desarrollador,IT,1999-11-02,Híbrido,58329
EI9001213ES,Ejecutivo Comercial,Comercial,1990-09-14,Oficina,52609
EI1901214ES,Gerente de Área,Gerencia,2019-05-01,Oficina,106865
EI9901215ES,Analista de Datos,IT,1999-11-24,Remoto,66250
EI1601216ES,Gerente de Crédito,Crédito,2016-02-03,Oficina,95917
EI0001217ES,Analista de Riesgo,Riesgo,2000-05-24,Híbrido,63914
EI9601218ES,Ejecutivo Comercial,Comercial,1996-08-27,Oficina,50696
EI9801219ES,Ejecutivo Comercial,Comercial,1998-02-21,Oficina,50053
EI9801220ES,Gerente de Crédito,Crédito,1998-06-22,Híbrido,107333
EI9801221ES,Asistente Comercial,Comercial,1998-02-03,Oficina,29621
EI9701222ES,Analista de Crédito,Crédito,1997-04-23,Híbrido,40823
EI9301223ES,Gerente de Riesgo,Riesgo,1993-02-11,Oficina,89405
EI0101224ES,Asistente de Plataforma,Atención al Cliente,2001-01-01,Oficina,30455
EI0801225ES,Supervisor de Sucursal,Atención al Cliente,2008-01-21,Oficina,38284
EI1301226ES,Asistente de Crédito,Crédito,2013-08-18,Oficina,27249
EI9401227ES,Supervisor de Sucursal,Atención al Cliente,1994-06-22,Oficina,47382
EI9001228ES,Analista de Operaciones,Operaciones,1990-12-06,Oficina,38605
EI9501229ES,Gerente IT,IT,1995-12-06,Híbrido,106275
EI9601230ES,Analista de Crédito,Crédito,1996-05-25,Oficina,55558
EI2501231ES,Gerente Comercial,Comercial,2025-07-06,Híbrido,76969
EI9301232ES,Asistente de Crédito,Crédito,1993-10-24,Oficina,28314
EI2401233ES,Analista de Crédito,Crédito,2024-01-29,Híbrido,53443
EI0301234ES,Gerente de Operaciones,Operaciones,2003-10-16,Híbrido,101741
EI0001235ES,Director de Riesgo,Dirección,2000-12-08,Híbrido,123661
EI9001236ES,Director Financiero,Dirección,1990-12-14,Oficina,174062
EI1401237ES,Gerente IT,IT,2014-06-07,Híbrido,109447
EI9601238ES,Analista de Riesgo,Riesgo,1996-05-12,Oficina,40039
EI0001239ES,Gerente Comercial,Comercial,2000-03-02,Híbrido,97992
EI0501240ES,Gerente de Operaciones,Operaciones,2005-11-06,Oficina,98798
EI0701241ES,Asistente Comercial,Comercial,2007-04-05,Híbrido,26841
EI9401242ES,Gerente Comercial,Comercial,1994-12-10,Oficina,84714
EI0601243ES,Especialista RRHH,Talento Humano,2006-01-11,Híbrido,37499
EI0601244ES,Gerente Comercial,Comercial,2006-03-04,Oficina,75557
EI9601245ES,Asistente de Crédito,Crédito,1996-10-11,Híbrido,27917
EI1601246ES,Analista de Riesgo,Riesgo,2016-11-24,Híbrido,45942
EI1901247ES,Cajero,Atención al Cliente,2019-12-07,Oficina,27629
EI1801248ES,Ejecutivo Comercial,Comercial,2018-01-10,Híbrido,44404
EI0201249ES,Gerente Comercial,Comercial,2002-02-28,Híbrido,102718
EI2601250ES,Ejecutivo Comercial,Comercial,2026-05-14,Oficina,58308
EI9601251ES,Gerente Comercial,Comercial,1996-09-01,Híbrido,79606
EI0701252ES,Gerente Comercial,Comercial,2007-07-10,Híbrido,99274
EI9501253ES,Gerente Comercial,Comercial,1995-01-29,Híbrido,107869
EI0201254ES,Asistente Comercial,Comercial,2002-06-29,Oficina,27370
EI9501255ES,Asistente de Plataforma,Atención al Cliente,1995-09-21,Oficina,25979
EI0501256ES,Ejecutivo Comercial,Comercial,2005-10-26,Híbrido,45463
EI1101257ES,Analista de Operaciones,Operaciones,2011-08-04,Híbrido,57722
EI9601258ES,Analista de Riesgo,Riesgo,1996-03-14,Oficina,66284
EI0801259ES,Ejecutivo Comercial,Comercial,2008-10-12,Híbrido,53000
EI1301260ES,Director IT,Dirección,2013-11-20,Híbrido,155141
EI9301261ES,Ejecutivo Comercial,Comercial,1993-10-01,Híbrido,54037
EI2101262ES,Gerente de Operaciones,Operaciones,2021-07-16,Oficina,85718
EI9001263ES,Analista de Operaciones,Operaciones,1990-02-16,Oficina,41661
EI1501264ES,Ejecutivo Comercial,Comercial,2015-01-18,Oficina,50529
EI9201265ES,Gerente de Crédito,Crédito,1992-09-03,Híbrido,92894
EI0301266ES,Gerente de Riesgo,Riesgo,2003-03-22,Oficina,110172
EI0001267ES,Director IT,Dirección,2000-11-17,Híbrido,133810
EI2301268ES,Gerente Comercial,Comercial,2023-07-05,Oficina,79030
EI2101269ES,Asistente Comercial,Comercial,2021-07-30,Híbrido,27344
EI9101270ES,Asistente de Crédito,Crédito,1991-03-08,Híbrido,31958
EI2101271ES,Gerente Comercial,Comercial,2021-06-18,Oficina,76947
EI1601272ES,Analista de Riesgo,Riesgo,2016-08-22,Oficina,68523
EI9601273ES,Gerente IT,IT,1996-08-03,Híbrido,113936
EI0001274ES,Gerente de Área,Gerencia,2000-12-28,Oficina,95050
EI2601275ES,Asistente de Crédito,Crédito,2026-07-02,Oficina,31823
EI1101276ES,Gerente Comercial,Comercial,2011-01-27,Híbrido,79182
EI0801277ES,Analista de Operaciones,Operaciones,2008-06-17,Híbrido,58676
EI2501278ES,Ejecutivo Comercial,Comercial,2025-01-19,Oficina,56130
EI9401279ES,Asistente de Plataforma,Atención al Cliente,1994-12-28,Oficina,25554
EI1801280ES,Gerente de Área,Gerencia,2018-10-26,Oficina,92104
EI9701281ES,Asistente Comercial,Comercial,1997-03-12,Híbrido,25178
EI2001282ES,Analista de Datos,IT,2020-07-01,Remoto,74772
EI2101283ES,Analista de Operaciones,Operaciones,2021-10-27,Híbrido,42448
EI0201284ES,Gerente Comercial,Comercial,2002-03-12,Híbrido,76025
EI2301285ES,Director de Riesgo,Dirección,2023-05-03,Híbrido,133884
EI9201286ES,Soporte IT,IT,1992-07-06,Remoto,33586
EI2601287ES,Gerente de Crédito,Crédito,2026-11-23,Oficina,106653
EI1101288ES,Analista de Datos,IT,2011-06-01,Remoto,65525
EI9701289ES,Analista de Operaciones,Operaciones,1997-05-24,Híbrido,36791
EI9801290ES,Analista de Operaciones,Operaciones,1998-09-26,Oficina,43844
EI9301291ES,Gerente de Crédito,Crédito,1993-06-28,Híbrido,93770
EI0001292ES,Gerente IT,IT,2000-09-29,Híbrido,108494
EI9401293ES,Analista RRHH,Talento Humano,1994-10-11,Oficina,32140
EI9001294ES,Asistente Comercial,Comercial,1990-06-29,Oficina,30064
EI1801295ES,Gerente de Operaciones,Operaciones,2018-08-21,Oficina,82121
EI9301296ES,Asistente de Plataforma,Atención al Cliente,1993-10-25,Oficina,23735
EI2501297ES,Supervisor de Sucursal,Atención al Cliente,2025-06-13,Oficina,50853
EI9201298ES,Gerente Comercial,Comercial,1992-02-27,Oficina,90616
EI9001299ES,Analista de Crédito,Crédito,1990-05-19,Híbrido,46686
EI1201300ES,Ejecutivo Comercial,Comercial,2012-06-09,Híbrido,41385
EI2201301ES,Analista de Datos,IT,2022-07-21,Híbrido,68320
EI2001302ES,Asistente de Crédito,Crédito,2020-04-07,Híbrido,26595
EI2301303ES,Ejecutivo Comercial,Comercial,2023-04-05,Oficina,51501
EI2601304ES,Asistente Comercial,Comercial,2026-03-22,Oficina,27460
EI2501305ES,Supervisor de Sucursal,Atención al Cliente,2025-09-16,Oficina,47521
EI1601306ES,Ejecutivo Comercial,Comercial,2016-04-20,Híbrido,36225
EI9601307ES,Arquitecto de Software,IT,1996-10-18,Híbrido,100350
EI2201308ES,Gerente de Operaciones,Operaciones,2022-03-25,Oficina,95176
EI1901309ES,Supervisor de Sucursal,Atención al Cliente,2019-05-07,Oficina,39615
EI9701310ES,Asistente Comercial,Comercial,1997-03-23,Híbrido,33218
EI2501311ES,Analista de Riesgo,Riesgo,2025-03-25,Híbrido,44299
EI0601312ES,Ejecutivo Comercial,Comercial,2006-03-01,Híbrido,55429
EI2101313ES,Gerente IT,IT,2021-12-21,Híbrido,115403
EI1701314ES,Arquitecto de Software,IT,2017-05-19,Híbrido,109772
EI1501315ES,Gerente de Riesgo,Riesgo,2015-06-07,Oficina,112605
EI9601316ES,Gerente de Operaciones,Operaciones,1996-05-25,Oficina,100286
EI9401317ES,Ejecutivo Comercial,Comercial,1994-03-22,Híbrido,49903
EI0301318ES,Gerente de Riesgo,Riesgo,2003-04-06,Oficina,90582
EI1501319ES,Analista de Crédito,Crédito,2015-11-11,Híbrido,46905
EI9301320ES,Gerente de Operaciones,Operaciones,1993-03-11,Híbrido,91743
EI1101321ES,Desarrollador,IT,2011-03-25,Remoto,56778
EI9501322ES,Arquitecto de Software,IT,1995-07-25,Remoto,107272
EI0601323ES,Gerente de Operaciones,Operaciones,2006-04-22,Híbrido,98784
EI1701324ES,Analista de Riesgo,Riesgo,2017-10-18,Oficina,62301
EI0601325ES,Asistente de Plataforma,Atención al Cliente,2006-06-14,Oficina,31396
EI0601326ES,Analista de Riesgo,Riesgo,2006-10-06,Híbrido,42735
