numero_empleado,periodo,horas_laborales_normales,horas_extras,ausencias_justificadas,ausencias_no_justificadas,llegadas_tardias,evaluacion_desempeno
EI2100219ES,2025-08,168,7,0,0,3,Exceeds
EI2100219ES,2025-09,152,5,1,1,0,Meets
EI2100219ES,2025-10,160,7,0,1,1,Meets
EI2100219ES,2025-11,160,2,1,0,2,Meets
EI2100219ES,2025-12,156,7,0,0,0,Exceeds
EI2100219ES,2026-01,167,3,0,0,3,Meets
EI9600220ES,2025-02,162,3,0,0,0,Exceeds
EI9600220ES,2025-03,159,4,1,0,2,Meets
EI9600220ES,2025-04,156,6,1,1,0,Exceeds
EI9600220ES,2025-05,158,6,2,0,0,Exceeds
EI9600220ES,2025-06,155,7,0,0,1,Meets
EI9600220ES,2025-07,169,7,0,0,1,Outstanding
EI9600220ES,2025-08,160,4,1,1,0,Meets
EI9600220ES,2025-09,176,4,1,0,1,Exceeds
EI9600220ES,2025-10,160,3,0,0,3,Needs Improvement
EI9600220ES,2025-11,163,1,0,0,1,Meets
EI9600220ES,2025-12,171,16,0,0,1,Exceeds
EI9600220ES,2026-01,150,4,0,0,2,Meets
EI0800221ES,2025-02,168,2,0,0,1,Exceeds
EI0800221ES,2025-03,148,3,0,0,2,Needs Improvement
EI0800221ES,2025-04,157,2,1,1,1,Exceeds
EI0800221ES,2025-05,171,1,1,0,0,Exceeds
EI0800221ES,2025-06,174,15,1,0,1,Exceeds
EI0800221ES,2025-07,164,13,0,1,0,Exceeds
EI0800221ES,2025-08,162,4,1,0,1,Outstanding
EI0800221ES,2025-09,151,11,1,0,0,Outstanding
EI0800221ES,2025-10,160,5,1,0,1,Meets
EI0800221ES,2025-11,155,8,0,0,1,Meets
EI0800221ES,2025-12,163,1,0,0,1,Outstanding
EI0800221ES,2026-01,169,8,0,2,0,Meets
EI0300222ES,2025-02,160,7,2,1,1,Meets
EI0300222ES,2025-03,158,2,1,1,1,Exceeds
EI0300222ES,2025-04,161,6,2,0,1,Needs Improvement
EI0300222ES,2025-05,157,0,2,1,0,Meets
EI0300222ES,2025-06,166,3,0,0,0,Exceeds
EI0300222ES,2025-07,151,12,0,0,1,Meets
EI0300222ES,2025-08,154,5,1,0,1,Exceeds
EI0300222ES,2025-09,161,3,2,0,1,Exceeds
EI0300222ES,2025-10,166,7,1,0,0,Outstanding
EI0300222ES,2025-11,164,3,0,0,1,Needs Improvement
EI0300222ES,2025-12,162,2,0,0,1,Exceeds
EI0300222ES,2026-01,170,6,1,0,1,Exceeds
EI9700223ES,2025-02,153,11,0,0,2,Outstanding
EI9700223ES,2025-03,154,20,0,0,1,Meets
EI9700223ES,2025-04,147,6,1,0,2,Meets
EI9700223ES,2025-05,155,2,1,0,0,Meets
EI9700223ES,2025-06,142,15,0,0,1,Exceeds
EI9700223ES,2025-07,156,1,0,0,0,Meets
EI9700223ES,2025-08,156,14,1,0,1,Meets
EI9700223ES,2025-09,154,9,2,0,3,Needs Improvement
EI9700223ES,2025-10,168,15,0,0,2,Meets
EI9700223ES,2025-11,150,0,2,0,1,Exceeds
EI9700223ES,2025-12,169,7,1,0,0,Meets
EI9700223ES,2026-01,162,3,0,0,0,Meets
EI0800224ES,2025-02,160,2,2,0,1,Meets
EI0800224ES,2025-03,163,8,0,0,0,Meets
EI0800224ES,2025-04,159,0,0,1,3,Meets
EI0800224ES,2025-05,179,5,0,0,1,Exceeds
EI0800224ES,2025-06,156,5,1,0,1,Meets
EI0800224ES,2025-07,164,2,0,0,1,Outstanding
EI0800224ES,2025-08,164,8,1,0,0,Exceeds
EI0800224ES,2025-09,154,3,2,0,2,Meets
EI0800224ES,2025-10,149,5,2,0,0,Exceeds
EI0800224ES,2025-11,148,7,1,0,0,Meets
EI0800224ES,2025-12,163,1,1,0,0,Meets
EI0800224ES,2026-01,172,1,0,0,0,Meets
EI1600225ES,2025-02,149,9,0,0,0,Meets
EI1600225ES,2025-03,160,4,0,0,1,Meets
EI1600225ES,2025-04,156,2,1,0,3,Meets
EI1600225ES,2025-05,167,3,0,0,0,Meets
EI1600225ES,2025-06,153,2,0,0,3,Meets
EI1600225ES,2025-07,153,8,1,0,1,Meets
EI1600225ES,2025-08,156,0,0,0,1,Meets
EI1600225ES,2025-09,154,17,0,0,2,Outstanding
EI1600225ES,2025-10,168,1,2,0,2,Exceeds
EI1600225ES,2025-11,163,4,0,1,2,Meets
EI1600225ES,2025-12,156,6,0,0,2,Meets
EI1600225ES,2026-01,165,13,1,0,1,Meets
EI9000226ES,2025-02,153,7,1,0,2,Exceeds
EI9000226ES,2025-03,162,8,0,0,1,Exceeds
EI9000226ES,2025-04,166,3,0,0,1,Exceeds
EI9000226ES,2025-05,158,4,0,0,1,Outstanding
EI9000226ES,2025-06,150,18,0,0,3,Meets
EI9000226ES,2025-07,154,6,0,0,2,Meets
EI9000226ES,2025-08,156,2,1,0,4,Needs Improvement
EI9000226ES,2025-09,154,2,1,0,1,Meets
EI9000226ES,2025-10,160,1,1,0,1,Meets
EI9000226ES,2025-11,168,10,1,0,1,Outstanding
EI9000226ES,2025-12,164,8,0,0,1,Meets
EI9000226ES,2026-01,170,1,0,0,0,Outstanding
EI0100227ES,2025-02,163,9,1,0,1,Outstanding
EI0100227ES,2025-03,159,5,0,0,0,Meets
EI0100227ES,2025-04,166,0,0,0,1,Outstanding
EI0100227ES,2025-05,165,4,1,0,1,Meets
EI0100227ES,2025-06,164,5,0,0,1,Exceeds
EI0100227ES,2025-07,160,3,0,0,2,Outstanding
EI0100227ES,2025-08,157,3,1,0,4,Needs Improvement
EI0100227ES,2025-09,158,3,1,0,3,Exceeds
EI0100227ES,2025-10,141,8,3,0,0,Exceeds
EI0100227ES,2025-11,162,9,1,1,1,Meets
EI0100227ES,2025-12,165,8,0,0,0,Exceeds
EI0100227ES,2026-01,168,3,0,0,1,Outstanding
EI1500228ES,2025-02,160,3,1,0,3,Meets
EI1500228ES,2025-03,161,3,0,1,0,Exceeds
EI1500228ES,2025-04,157,2,2,0,1,Meets
EI1500228ES,2025-05,156,14,0,0,3,Meets
EI1500228ES,2025-06,152,10,1,0,0,Exceeds
EI1500228ES,2025-07,155,8,0,0,0,Outstanding
EI1500228ES,2025-08,149,3,0,0,1,Meets
EI1500228ES,2025-09,146,2,0,0,1,Exceeds
EI1500228ES,2025-10,165,7,2,0,0,Meets
EI1500228ES,2025-11,168,1,0,2,1,Meets
EI1500228ES,2025-12,159,6,1,1,1,Meets
EI1500228ES,2026-01,158,1,0,0,0,Meets
EI9000229ES,2025-02,151,0,0,0,2,Meets
EI9000229ES,2025-03,166,16,0,0,1,Meets
EI9000229ES,2025-04,157,5,0,0,1,Needs Improvement
EI9000229ES,2025-05,162,11,0,1,3,Meets
EI9000229ES,2025-06,146,2,0,0,0,Meets
EI9000229ES,2025-07,159,14,0,0,0,Meets
EI9000229ES,2025-08,172,3,0,0,2,Exceeds
EI9000229ES,2025-09,169,5,0,0,1,Exceeds
EI9000229ES,2025-10,172,6,0,0,3,Exceeds
EI9000229ES,2025-11,158,4,0,0,0,Meets
EI9000229ES,2025-12,169,8,1,0,1,Exceeds
EI9000229ES,2026-01,157,4,1,0,2,Meets
EI1100230ES,2025-02,165,1,0,0,0,Meets
EI1100230ES,2025-03,159,5,0,0,1,Exceeds
EI1100230ES,2025-04,160,0,0,0,1,Exceeds
EI1100230ES,2025-05,157,2,0,0,0,Outstanding
EI1100230ES,2025-06,166,5,2,0,0,Meets
EI1100230ES,2025-07,153,5,1,0,1,Meets
EI1100230ES,2025-08,164,14,1,0,1,Meets
EI1100230ES,2025-09,162,5,0,1,0,Meets
EI1100230ES,2025-10,145,3,2,0,1,Meets
EI1100230ES,2025-11,158,10,0,0,0,Meets
EI1100230ES,2025-12,149,0,1,0,1,Meets
EI1100230ES,2026-01,156,4,0,0,2,Outstanding
EI1300231ES,2025-02,165,4,2,1,1,Needs Improvement
EI1300231ES,2025-03,167,0,1,1,1,Meets
EI1300231ES,2025-04,164,4,0,0,0,Meets
EI1300231ES,2025-05,154,12,1,0,2,Meets
EI1300231ES,2025-06,161,3,1,0,0,Outstanding
EI1300231ES,2025-07,146,6,0,0,4,Needs Improvement
EI1300231ES,2025-08,158,4,1,0,0,Meets
EI1300231ES,2025-09,152,2,1,0,1,Meets
EI1300231ES,2025-10,157,10,0,1,2,Meets
EI1300231ES,2025-11,152,2,0,1,3,Meets
EI1300231ES,2025-12,170,3,1,0,2,Meets
EI1300231ES,2026-01,152,1,1,0,5,Meets
EI1000232ES,2025-02,166,6,1,0,1,Meets
EI1000232ES,2025-03,164,10,2,0,3,Meets
EI1000232ES,2025-04,150,4,0,0,0,Meets
EI1000232ES,2025-05,170,4,0,2,0,Meets
EI1000232ES,2025-06,155,2,1,0,3,Needs Improvement
EI1000232ES,2025-07,178,3,1,0,1,Exceeds
EI1000232ES,2025-08,158,11,0,0,1,Meets
EI1000232ES,2025-09,165,1,2,0,0,Exceeds
EI1000232ES,2025-10,165,2,0,0,1,Meets
EI1000232ES,2025-11,140,3,0,0,1,Exceeds
EI1000232ES,2025-12,160,17,1,0,3,Needs Improvement
EI1000232ES,2026-01,152,6,0,0,2,Exceeds
EI1500233ES,2025-02,167,6,0,0,0,Meets
EI1500233ES,2025-03,159,4,0,0,1,Exceeds
EI1500233ES,2025-04,159,1,0,1,0,Meets
EI1500233ES,2025-05,149,7,0,0,3,Meets
EI1500233ES,2025-06,154,19,1,0,1,Meets
EI1500233ES,2025-07,140,1,0,0,0,Needs Improvement
EI1500233ES,2025-08,157,4,1,0,3,Meets
EI1500233ES,2025-09,137,4,0,0,0,Meets
EI1500233ES,2025-10,141,2,0,0,3,Meets
EI1500233ES,2025-11,172,6,0,0,0,Exceeds
EI1500233ES,2025-12,142,3,1,0,2,Meets
EI1500233ES,2026-01,161,4,1,0,2,Meets
EI9500234ES,2025-02,163,7,1,0,3,Meets
EI9500234ES,2025-03,159,3,1,2,0,Meets
EI9500234ES,2025-04,163,6,1,1,0,Meets
EI9500234ES,2025-05,168,3,0,0,1,Meets
EI9500234ES,2025-06,161,0,0,0,0,Meets
EI9500234ES,2025-07,162,2,0,0,3,Exceeds
EI9500234ES,2025-08,171,10,0,0,0,Meets
EI9500234ES,2025-09,162,4,1,0,1,Meets
EI9500234ES,2025-10,159,23,0,0,1,Exceeds
EI9500234ES,2025-11,148,6,0,0,1,Meets
EI9500234ES,2025-12,164,6,1,1,4,Meets
EI9500234ES,2026-01,156,4,1,1,0,Meets
EI1900235ES,2025-02,176,5,2,0,0,Meets
EI1900235ES,2025-03,165,11,1,1,0,Needs Improvement
EI1900235ES,2025-04,147,1,1,0,1,Meets
EI1900235ES,2025-05,164,8,1,0,3,Meets
EI1900235ES,2025-06,165,8,0,0,0,Meets
EI1900235ES,2025-07,177,4,0,0,1,Meets
EI1900235ES,2025-08,173,5,1,0,2,Needs Improvement
EI1900235ES,2025-09,151,4,0,0,1,Meets
EI1900235ES,2025-10,153,6,0,1,1,Meets
EI1900235ES,2025-11,162,6,0,0,1,Meets
EI1900235ES,2025-12,156,8,0,1,2,Exceeds
EI1900235ES,2026-01,167,10,1,0,2,Outstanding
EI2000236ES,2025-02,156,19,1,0,0,Meets
EI2000236ES,2025-03,156,3,0,0,0,Outstanding
EI2000236ES,2025-04,161,3,0,0,1,Meets
EI2000236ES,2025-05,164,7,1,1,2,Meets
EI2000236ES,2025-06,154,2,1,0,1,Exceeds
EI2000236ES,2025-07,169,3,0,1,2,Needs Improvement
EI2000236ES,2025-08,154,3,0,1,2,Meets
EI2000236ES,2025-09,159,17,0,0,0,Meets
EI2000236ES,2025-10,160,1,1,0,1,Outstanding
EI2000236ES,2025-11,158,6,1,0,0,Exceeds
EI2000236ES,2025-12,163,5,0,0,0,Meets
EI2000236ES,2026-01,156,2,1,0,2,Meets
EI1500237ES,2025-02,158,1,1,0,0,Exceeds
EI1500237ES,2025-03,165,6,0,0,0,Outstanding
EI1500237ES,2025-04,160,5,0,0,2,Meets
EI1500237ES,2025-05,151,1,1,0,0,Meets
EI1500237ES,2025-06,148,4,0,0,1,Needs Improvement
EI1500237ES,2025-07,155,4,0,0,0,Outstanding
EI1500237ES,2025-08,159,8,0,0,0,Outstanding
EI1500237ES,2025-09,160,5,0,0,0,Exceeds
EI1500237ES,2025-10,163,2,0,0,3,Meets
EI1500237ES,2025-11,150,3,2,0,1,Needs Improvement
EI1500237ES,2025-12,153,1,0,0,3,Meets
EI1500237ES,2026-01,150,4,1,1,1,Exceeds
EI1000238ES,2025-02,154,3,0,0,3,Meets
EI1000238ES,2025-03,161,4,1,1,1,Exceeds
EI1000238ES,2025-04,152,13,0,0,2,Meets
EI1000238ES,2025-05,167,2,1,0,1,Meets
EI1000238ES,2025-06,161,11,0,0,1,Exceeds
EI1000238ES,2025-07,158,4,1,0,0,Meets
EI1000238ES,2025-08,157,5,1,2,2,Needs Improvement
EI1000238ES,2025-09,150,3,0,0,1,Outstanding
EI1000238ES,2025-10,158,7,1,0,2,Meets
EI1000238ES,2025-11,176,4,0,0,2,Meets
EI1000238ES,2025-12,147,7,1,0,1,Meets
EI1000238ES,2026-01,167,6,0,0,0,Meets
EI0800239ES,2025-02,156,2,1,1,3,Exceeds
EI0800239ES,2025-03,155,5,1,0,0,Exceeds
EI0800239ES,2025-04,164,7,1,0,1,Meets
EI0800239ES,2025-05,162,12,1,0,3,Meets
EI0800239ES,2025-06,166,6,1,0,0,Exceeds
EI0800239ES,2025-07,162,5,0,2,0,Meets
EI0800239ES,2025-08,163,6,1,0,0,Meets
EI0800239ES,2025-09,146,6,2,1,1,Meets
EI0800239ES,2025-10,151,3,2,0,0,Meets
EI0800239ES,2025-11,162,16,0,0,1,Meets
EI0800239ES,2025-12,138,2,1,0,1,Meets
EI0800239ES,2026-01,157,4,0,0,1,Meets
EI1000240ES,2025-02,154,2,0,0,0,Exceeds
EI1000240ES,2025-03,150,8,0,0,1,Meets
EI1000240ES,2025-04,153,7,2,0,1,Exceeds
EI1000240ES,2025-05,157,2,1,0,1,Meets
EI1000240ES,2025-06,156,4,2,1,0,Exceeds
EI1000240ES,2025-07,155,5,2,0,2,Outstanding
EI1000240ES,2025-08,167,7,1,0,0,Meets
EI1000240ES,2025-09,167,0,1,0,1,Needs Improvement
EI1000240ES,2025-10,162,13,0,0,1,Outstanding
EI1000240ES,2025-11,158,14,1,0,0,Meets
EI1000240ES,2025-12,155,5,0,0,1,Meets
EI1000240ES,2026-01,175,2,2,1,2,Meets
EI2000241ES,2025-02,163,5,0,0,1,Meets
EI2000241ES,2025-03,168,2,0,1,2,Exceeds
EI2000241ES,2025-04,149,10,0,0,1,Needs Improvement
EI2000241ES,2025-05,159,4,0,0,0,Meets
EI2000241ES,2025-06,156,2,0,0,3,Exceeds
EI2000241ES,2025-07,155,10,1,1,4,Exceeds
EI2000241ES,2025-08,159,5,2,0,1,Exceeds
EI2000241ES,2025-09,152,15,1,0,3,Exceeds
EI2000241ES,2025-10,166,8,0,0,1,Outstanding
EI2000241ES,2025-11,153,4,1,0,2,Meets
EI2000241ES,2025-12,156,19,0,1,0,Outstanding
EI2000241ES,2026-01,136,3,1,0,0,Exceeds
EI0900242ES,2025-02,154,5,2,0,0,Outstanding
EI0900242ES,2025-03,155,4,0,0,1,Meets
EI0900242ES,2025-04,170,4,1,0,2,Meets
EI0900242ES,2025-05,150,4,0,1,0,Exceeds
EI0900242ES,2025-06,156,3,1,0,0,Exceeds
EI0900242ES,2025-07,152,6,0,0,1,Meets
EI0900242ES,2025-08,160,4,1,0,2,Meets
EI0900242ES,2025-09,163,1,1,0,1,Meets
EI0900242ES,2025-10,159,8,0,0,1,Meets
EI0900242ES,2025-11,147,4,0,0,1,Exceeds
EI0900242ES,2025-12,154,6,0,0,0,Exceeds
EI0900242ES,2026-01,160,0,1,0,0,Exceeds
EI9300243ES,2025-02,155,5,1,0,0,Outstanding
EI9300243ES,2025-03,165,3,1,0,1,Meets
EI9300243ES,2025-04,170,5,0,0,0,Meets
EI9300243ES,2025-05,160,2,1,0,2,Exceeds
EI9300243ES,2025-06,154,7,0,0,2,Meets
EI9300243ES,2025-07,149,30,0,0,2,Meets
EI9300243ES,2025-08,165,11,2,0,3,Needs Improvement
EI9300243ES,2025-09,153,1,2,1,0,Meets
EI9300243ES,2025-10,172,0,1,1,1,Exceeds
EI9300243ES,2025-11,170,2,0,0,0,Exceeds
EI9300243ES,2025-12,152,1,1,1,1,Exceeds
EI9300243ES,2026-01,166,8,0,0,2,Meets
EI9200244ES,2025-02,154,13,0,1,1,Exceeds
EI9200244ES,2025-03,163,11,0,0,0,Exceeds
EI9200244ES,2025-04,161,1,2,0,0,Meets
EI9200244ES,2025-05,158,0,1,0,0,Outstanding
EI9200244ES,2025-06,150,5,1,0,2,Meets
EI9200244ES,2025-07,178,18,1,0,1,Meets
EI9200244ES,2025-08,149,3,0,0,0,Meets
EI9200244ES,2025-09,157,21,0,0,1,Meets
EI9200244ES,2025-10,149,3,1,0,0,Outstanding
EI9200244ES,2025-11,166,1,1,1,2,Needs Improvement
EI9200244ES,2025-12,164,3,1,1,0,Meets
EI9200244ES,2026-01,158,15,0,0,2,Exceeds
EI1000245ES,2025-02,145,9,0,1,0,Meets
EI1000245ES,2025-03,165,1,0,1,1,Meets
EI1000245ES,2025-04,160,13,2,0,2,Meets
EI1000245ES,2025-05,153,2,1,1,1,Meets
EI1000245ES,2025-06,157,3,0,0,1,Exceeds
EI1000245ES,2025-07,157,4,1,0,2,Meets
EI1000245ES,2025-08,160,7,1,0,0,Needs Improvement
EI1000245ES,2025-09,154,2,0,0,2,Meets
EI1000245ES,2025-10,169,2,0,0,3,Meets
EI1000245ES,2025-11,162,3,0,0,0,Outstanding
EI1000245ES,2025-12,158,2,1,0,0,Exceeds
EI1000245ES,2026-01,152,4,1,0,1,Needs Improvement
EI0600246ES,2025-02,172,2,0,0,0,Exceeds
EI0600246ES,2025-03,175,5,0,0,1,Meets
EI0600246ES,2025-04,163,5,1,0,0,Outstanding
EI0600246ES,2025-05,168,2,1,0,2,Meets
EI0600246ES,2025-06,168,14,1,1,0,Exceeds
EI0600246ES,2025-07,156,9,1,0,0,Exceeds
EI0600246ES,2025-08,167,11,1,1,0,Meets
EI0600246ES,2025-09,176,6,0,0,2,Outstanding
EI0600246ES,2025-10,164,6,1,1,2,Needs Improvement
EI0600246ES,2025-11,168,3,1,0,0,Outstanding
EI0600246ES,2025-12,161,8,0,0,1,Meets
EI0600246ES,2026-01,149,0,2,0,1,Outstanding
EI2100247ES,2025-02,157,1,0,0,2,Exceeds
EI2100247ES,2025-03,163,3,4,0,1,Meets
EI2100247ES,2025-04,162,8,0,0,1,Meets
EI2100247ES,2025-05,148,3,0,0,1,Meets
EI2100247ES,2025-06,156,14,2,0,1,Meets
EI2100247ES,2025-07,155,4,1,0,0,Meets
EI2100247ES,2025-08,164,10,2,0,0,Meets
EI2100247ES,2025-09,166,6,3,0,2,Exceeds
EI2100247ES,2025-10,164,1,2,0,1,Exceeds
EI2100247ES,2025-11,155,11,0,0,1,Exceeds
EI2100247ES,2025-12,166,24,1,0,1,Meets
EI2100247ES,2026-01,151,3,0,0,2,Meets
EI0000248ES,2025-02,166,1,2,0,2,Needs Improvement
EI0000248ES,2025-03,164,13,2,1,2,Meets
EI0000248ES,2025-04,156,3,2,0,0,Meets
EI0000248ES,2025-05,177,10,0,1,1,Exceeds
EI0000248ES,2025-06,164,1,1,0,0,Exceeds
EI0000248ES,2025-07,168,7,0,0,2,Exceeds
EI0000248ES,2025-08,157,5,0,0,0,Meets
EI0000248ES,2025-09,155,3,0,0,1,Meets
EI0000248ES,2025-10,147,1,0,0,0,Meets
EI0000248ES,2025-11,152,5,0,0,1,Meets
EI0000248ES,2025-12,155,1,0,0,0,Meets
EI0000248ES,2026-01,157,17,0,1,2,Meets
EI1100249ES,2025-02,149,2,1,0,0,Meets
EI1100249ES,2025-03,152,2,0,0,1,Exceeds
EI1100249ES,2025-04,169,1,1,0,0,Meets
EI1100249ES,2025-05,160,15,0,0,3,Exceeds
EI1100249ES,2025-06,152,5,2,0,0,Meets
EI1100249ES,2025-07,166,11,0,0,1,Meets
EI1100249ES,2025-08,169,16,0,1,0,Meets
EI1100249ES,2025-09,175,4,2,1,0,Meets
EI1100249ES,2025-10,143,4,1,0,2,Meets
EI1100249ES,2025-11,174,9,1,0,2,Meets
EI1100249ES,2025-12,157,5,1,0,1,Exceeds
EI1100249ES,2026-01,157,2,1,1,2,Exceeds
EI0400250ES,2025-02,158,5,2,0,0,Exceeds
EI0400250ES,2025-03,158,2,1,0,2,Exceeds
EI0400250ES,2025-04,155,10,2,0,1,Outstanding
EI0400250ES,2025-05,165,3,1,0,0,Meets
EI0400250ES,2025-06,160,4,0,0,2,Exceeds
EI0400250ES,2025-07,158,5,0,0,3,Exceeds
EI0400250ES,2025-08,159,1,0,0,3,Outstanding
EI0400250ES,2025-09,161,7,0,0,3,Meets
EI0400250ES,2025-10,160,3,2,0,0,Outstanding
EI0400250ES,2025-11,169,2,0,1,0,Meets
EI0400250ES,2025-12,170,11,0,0,0,Meets
EI0400250ES,2026-01,136,10,1,1,1,Exceeds
EI0200251ES,2025-02,163,18,1,0,1,Outstanding
EI0200251ES,2025-03,162,3,1,0,4,Meets
EI0200251ES,2025-04,153,5,0,0,1,Outstanding
EI0200251ES,2025-05,165,3,1,1,1,Needs Improvement
EI0200251ES,2025-06,141,11,0,0,1,Meets
EI0200251ES,2025-07,159,1,2,0,1,Meets
EI0200251ES,2025-08,163,13,0,0,0,Exceeds
EI0200251ES,2025-09,165,9,0,0,2,Meets
EI0200251ES,2025-10,156,10,0,0,0,Meets
EI0200251ES,2025-11,156,13,0,1,1,Meets
EI0200251ES,2025-12,156,8,2,1,2,Meets
EI0200251ES,2026-01,159,1,0,0,0,Meets
EI0500252ES,2025-02,181,0,0,0,0,Meets
EI0500252ES,2025-03,137,6,1,1,1,Meets
EI0500252ES,2025-04,156,2,0,0,1,Meets
EI0500252ES,2025-05,162,1,0,0,1,Meets
EI0500252ES,2025-06,158,3,1,1,1,Outstanding
EI0500252ES,2025-07,163,3,0,1,0,Meets
EI0500252ES,2025-08,170,16,1,0,0,Meets
EI0500252ES,2025-09,171,9,1,0,1,Exceeds
EI0500252ES,2025-10,159,4,0,0,2,Exceeds
EI0500252ES,2025-11,151,6,1,0,1,Exceeds
EI0500252ES,2025-12,167,8,0,0,0,Meets
EI0500252ES,2026-01,166,14,0,0,0,Meets
EI1200253ES,2025-02,157,5,0,0,0,Meets
EI1200253ES,2025-03,148,2,0,0,0,Outstanding
EI1200253ES,2025-04,176,6,3,1,1,Meets
EI1200253ES,2025-05,162,2,0,0,0,Meets
EI1200253ES,2025-06,172,2,1,1,1,Needs Improvement
EI1200253ES,2025-07,158,18,1,0,1,Meets
EI1200253ES,2025-08,153,3,0,0,1,Outstanding
EI1200253ES,2025-09,152,1,0,0,0,Exceeds
EI1200253ES,2025-10,163,8,1,0,1,Meets
EI1200253ES,2025-11,167,7,0,0,0,Meets
EI1200253ES,2025-12,163,3,0,0,1,Exceeds
EI1200253ES,2026-01,169,7,1,0,0,Meets
EI2100254ES,2025-02,162,3,0,0,1,Meets
EI2100254ES,2025-03,157,6,0,0,0,Exceeds
EI2100254ES,2025-04,155,2,1,1,2,Meets
EI2100254ES,2025-05,170,9,0,0,3,Meets
EI2100254ES,2025-06,164,2,0,0,2,Meets
EI2100254ES,2025-07,155,7,2,0,2,Needs Improvement
EI2100254ES,2025-08,155,4,1,0,0,Meets
EI2100254ES,2025-09,175,4,1,0,2,Meets
EI2100254ES,2025-10,163,13,1,0,2,Outstanding
EI2100254ES,2025-11,178,6,0,1,3,Meets
EI2100254ES,2025-12,159,11,0,1,3,Meets
EI2100254ES,2026-01,160,5,0,1,2,Exceeds
EI1700255ES,2025-02,159,2,2,1,2,Needs Improvement
EI1700255ES,2025-03,169,4,1,0,2,Meets
EI1700255ES,2025-04,144,7,0,0,1,Meets
EI1700255ES,2025-05,153,3,0,0,1,Exceeds
EI1700255ES,2025-06,155,21,0,0,0,Meets
EI1700255ES,2025-07,155,8,0,1,0,Exceeds
EI1700255ES,2025-08,156,4,0,1,0,Meets
EI1700255ES,2025-09,157,3,0,0,0,Exceeds
EI1700255ES,2025-10,170,3,0,1,2,Meets
EI1700255ES,2025-11,157,7,0,0,2,Exceeds
EI1700255ES,2025-12,163,5,1,0,1,Meets
EI1700255ES,2026-01,166,2,1,0,1,Meets
EI1000256ES,2025-02,160,2,0,0,2,Exceeds
EI1000256ES,2025-03,145,3,2,0,0,Meets
EI1000256ES,2025-04,148,8,2,0,0,Meets
EI1000256ES,2025-05,157,7,0,0,1,Meets
EI1000256ES,2025-06,155,6,0,0,1,Exceeds
EI1000256ES,2025-07,160,7,0,0,2,Meets
EI1000256ES,2025-08,151,10,0,0,1,Exceeds
EI1000256ES,2025-09,153,3,0,0,0,Meets
EI1000256ES,2025-10,166,8,0,1,1,Exceeds
EI1000256ES,2025-11,157,4,0,0,0,Meets
EI1000256ES,2025-12,147,8,0,0,1,Outstanding
EI1000256ES,2026-01,167,8,0,3,0,Meets
EI9800257ES,2025-02,162,2,1,0,0,Meets
EI9800257ES,2025-03,175,6,2,0,1,Exceeds
EI9800257ES,2025-04,146,7,0,0,1,Meets
EI9800257ES,2025-05,153,4,0,0,1,Meets
EI9800257ES,2025-06,154,5,0,0,2,Meets
EI9800257ES,2025-07,166,3,0,0,0,Exceeds
EI9800257ES,2025-08,151,3,1,1,2,Meets
EI9800257ES,2025-09,144,3,0,1,2,Needs Improvement
EI9800257ES,2025-10,150,3,0,0,0,Outstanding
EI9800257ES,2025-11,162,1,0,0,1,Meets
EI9800257ES,2025-12,147,13,0,1,0,Exceeds
EI9800257ES,2026-01,159,13,0,0,1,Meets
EI9700258ES,2025-02,178,8,0,0,1,Outstanding
EI9700258ES,2025-03,162,9,0,0,2,Meets
EI9700258ES,2025-04,156,13,1,0,3,Meets
EI9700258ES,2025-05,149,2,1,0,0,Meets
EI9700258ES,2025-06,172,2,0,0,0,Meets
EI9700258ES,2025-07,173,2,0,0,0,Meets
EI9700258ES,2025-08,150,1,0,0,0,Exceeds
EI9700258ES,2025-09,145,1,0,1,0,Meets
EI9700258ES,2025-10,169,5,1,0,1,Meets
EI9700258ES,2025-11,160,5,1,0,3,Meets
EI9700258ES,2025-12,170,5,1,0,3,Needs Improvement
EI9700258ES,2026-01,154,4,0,0,0,Meets
EI1200259ES,2025-02,169,0,1,0,1,Outstanding
EI1200259ES,2025-03,168,0,2,0,1,Meets
EI1200259ES,2025-04,155,10,0,1,1,Meets
EI1200259ES,2025-05,169,5,1,0,1,Exceeds
EI1200259ES,2025-06,157,3,0,0,1,Exceeds
EI1200259ES,2025-07,173,4,1,0,0,Exceeds
EI1200259ES,2025-08,151,9,0,0,0,Exceeds
EI1200259ES,2025-09,157,3,0,1,1,Exceeds
EI1200259ES,2025-10,161,6,0,0,1,Meets
EI1200259ES,2025-11,158,8,0,0,1,Outstanding
EI1200259ES,2025-12,148,3,0,0,0,Meets
EI1200259ES,2026-01,147,4,0,0,3,Meets
EI1800260ES,2025-02,142,10,0,0,3,Exceeds
EI1800260ES,2025-03,167,7,0,0,0,Outstanding
EI1800260ES,2025-04,177,1,0,0,1,Exceeds
EI1800260ES,2025-05,161,5,1,0,0,Exceeds
EI1800260ES,2025-06,155,7,1,0,1,Meets
EI1800260ES,2025-07,155,4,2,1,1,Needs Improvement
EI1800260ES,2025-08,164,3,0,0,0,Exceeds
EI1800260ES,2025-09,162,7,0,0,0,Exceeds
EI1800260ES,2025-10,161,14,0,0,0,Exceeds
EI1800260ES,2025-11,149,2,0,0,2,Exceeds
EI1800260ES,2025-12,161,4,0,1,1,Exceeds
