numero_empleado,titulo,departamento,fecha_ingreso,modalidad_trabajo,salario_bruto_anual_eur
EI9200867ES,Gerente de Area,Gerencia,11/14/1992,Oficina,116164
EI0400868ES,Supervisor de Sucursal,Atencion al Cliente,10/2/2004,Oficina,53652
EI1000869ES,Analista de Datos,IT,8/23/2010,Hibrido,75323
EI9400870ES,Asistente Comercial,Comercial,2/1/1994,Hibrido,29717
EI2100871ES,Analista de Credito,Credito,5/31/2021,Hibrido,58319
EI1700872ES,Ejecutivo Comercial,Comercial,7/1/2017,Hibrido,40738
EI9800873ES,Gerente Comercial,Comercial,1/21/1998,Hibrido,98316
EI1900874ES,Ejecutivo Comercial,Comercial,7/26/2019,Oficina,41011
EI2100875ES,Ejecutivo Comercial,Comercial,5/4/2021,Oficina,36430
EI0200876ES,Gerente de Riesgo,Riesgo,4/13/2002,Hibrido,115241
EI9200877ES,Analista RRHH,Talento Humano,12/29/1992,Hibrido,37119
EI2400878ES,Especialista RRHH,Talento Humano,3/5/2024,Oficina,53114
EI9300879ES,Desarrollador,IT,6/7/1993,Remoto,46895
EI1000880ES,Ejecutivo Comercial,Comercial,3/25/2010,Hibrido,40401
EI1200881ES,Gerente Comercial,Comercial,9/13/2012,Hibrido,72925
EI9300882ES,Gerente Comercial,Comercial,4/14/1993,Hibrido,100271
EI2300883ES,Analista de Credito,Credito,6/18/2023,Oficina,48085
EI9100884ES,Analista de Riesgo,Riesgo,9/11/1991,Hibrido,40351
EI2100885ES,Cajero,Atencion al Cliente,10/22/2021,Oficina,29513
EI0400886ES,Gerente Comercial,Comercial,9/3/2004,Hibrido,100424
EI9300887ES,Ejecutivo Comercial,Comercial,1/22/1993,Oficina,37704
EI9600888ES,Analista de Datos,IT,4/16/1996,Remoto,75853
EI9700889ES,Gerente Comercial,Comercial,8/26/1997,Oficina,71183
EI0300890ES,Gerente de Credito,Credito,3/13/2003,Hibrido,78136
EI9300891ES,Arquitecto de Software,IT,6/25/1993,Remoto,70734
EI0900892ES,Cajero,Atencion al Cliente,10/7/2009,Oficina,24933
EI9900893ES,Gerente de Operaciones,Operaciones,9/20/1999,Oficina,82257
EI2100894ES,Analista de Operaciones,Operaciones,4/3/2021,Oficina,36564
EI2000895ES,Analista de Credito,Credito,12/19/2020,Hibrido,45103
EI1600896ES,Gerente IT,IT,10/31/2016,Hibrido,90305
EI2400897ES,Analista de Datos,IT,5/30/2024,Hibrido,58221
EI0000898ES,Analista de Credito,Credito,9/13/2000,Oficina,41553
EI0800899ES,Gerente de Area,Gerencia,11/30/2008,Oficina,91831
EI2600900ES,Ejecutivo Comercial,Comercial,10/22/2026,Oficina,41296
EI9400901ES,Gerente Comercial,Comercial,5/2/1994,Oficina,81002
EI0800902ES,Gerente de Area,Gerencia,8/24/2008,Oficina,123587
EI0400903ES,Desarrollador,IT,6/22/2004,Hibrido,52422
EI0700904ES,Supervisor de Sucursal,Atencion al Cliente,9/21/2007,Oficina,49020
EI0000905ES,Gerente de Area,Gerencia,6/4/2000,Oficina,104010
EI0400906ES,Ejecutivo Comercial,Comercial,7/4/2004,Oficina,40689
EI1900907ES,Analista de Datos,IT,5/4/2019,Hibrido,65725
EI9900908ES,Asistente de Plataforma,Atencion al Cliente,7/18/1999,Oficina,30516
EI9200909ES,Gerente Comercial,Comercial,12/17/1992,Hibrido,88248
EI9300910ES,Gerente de Operaciones,Operaciones,1/8/1993,Hibrido,94323
EI2400911ES,Ejecutivo Comercial,Comercial,6/6/2024,Hibrido,54623
EI2100912ES,Gerente de Area,Gerencia,12/18/2021,Oficina,125139
EI9400913ES,Especialista RRHH,Talento Humano,4/2/1994,Hibrido,54656
EI2000914ES,Analista de Operaciones,Operaciones,5/29/2020,Oficina,57731
EI9700915ES,Ejecutivo Comercial,Comercial,11/12/1997,Hibrido,55819
EI1100916ES,Asistente Comercial,Comercial,8/18/2011,Hibrido,26106
EI1700917ES,Gerente de Credito,Credito,4/19/2017,Hibrido,108340
EI1200918ES,Ejecutivo Comercial,Comercial,12/3/2012,Oficina,55990
EI1600919ES,Supervisor de Sucursal,Atencion al Cliente,5/9/2016,Oficina,35435
EI9000920ES,Arquitecto de Software,IT,12/14/1990,Remoto,78130
EI2300921ES,Gerente de Credito,Credito,2/6/2023,Oficina,98082
EI9300922ES,Supervisor de Sucursal,Atencion al Cliente,7/24/1993,Oficina,36963
EI0600923ES,Gerente de Operaciones,Operaciones,10/20/2006,Hibrido,112684
EI9600924ES,Gerente Comercial,Comercial,10/20/1996,Oficina,94625
EI0000925ES,Gerente IT,IT,9/5/2000,Remoto,129195
EI9600926ES,Desarrollador,IT,1/9/1996,Remoto,58227
EI1300927ES,Gerente IT,IT,5/13/2013,Remoto,117190
EI0000928ES,Gerente de Operaciones,Operaciones,4/10/2000,Hibrido,101710
EI9900929ES,Gerente Comercial,Comercial,3/27/1999,Oficina,105344
EI0100930ES,Asistente Comercial,Comercial,2/20/2001,Hibrido,28644
EI0400931ES,Asistente Comercial,Comercial,6/5/2004,Hibrido,28007
EI9200932ES,Gerente de Riesgo,Riesgo,11/24/1992,Oficina,112220
EI9200933ES,Director de Riesgo,Direccion,5/3/1992,Oficina,161573
EI9500934ES,Cajero,Atencion al Cliente,8/20/1995,Oficina,22751
EI1600935ES,Gerente de Operaciones,Operaciones,8/1/2016,Oficina,115969
EI1200936ES,Gerente de Credito,Credito,10/5/2012,Hibrido,75122
EI1000937ES,Asistente Comercial,Comercial,12/14/2010,Oficina,30103
EI0000938ES,Arquitecto de Software,IT,12/26/2000,Hibrido,97788
EI0100939ES,Asistente Comercial,Comercial,3/3/2001,Hibrido,29966
EI1800940ES,Analista de Riesgo,Riesgo,7/6/2018,Hibrido,46599
EI9300941ES,Analista de Datos,IT,8/3/1993,Remoto,68565
EI9700942ES,Analista de Operaciones,Operaciones,7/11/1997,Hibrido,50424
EI1200943ES,Analista de Datos,IT,8/31/2012,Hibrido,73405
EI9000944ES,Analista de Credito,Credito,11/21/1990,Hibrido,59966
EI9300945ES,Gerente de Area,Gerencia,9/25/1993,Oficina,109675
EI0100946ES,Gerente de Operaciones,Operaciones,7/17/2001,Hibrido,104933
EI1000947ES,Desarrollador,IT,5/7/2010,Remoto,58561
EI9300948ES,Analista de Operaciones,Operaciones,3/24/1993,Oficina,45919
EI1100949ES,Asistente Comercial,Comercial,1/19/2011,Oficina,28206
EI9000950ES,Gerente Comercial,Comercial,3/10/1990,Hibrido,70841
EI0800951ES,Especialista RRHH,Talento Humano,2/24/2008,Hibrido,48625
EI0700952ES,Desarrollador,IT,3/25/2007,Remoto,72083
EI1600953ES,Asistente Comercial,Comercial,5/22/2016,Hibrido,26167
EI9500954ES,Gerente de Area,Gerencia,8/2/1995,Oficina,115219
EI2400955ES,Gerente de Credito,Credito,3/23/2024,Hibrido,98593
EI1200956ES,Desarrollador,IT,11/10/2012,Remoto,72022
EI1900957ES,Gerente IT,IT,3/14/2019,Remoto,115253
EI0100958ES,Asistente de Credito,Credito,1/26/2001,Hibrido,28970
EI2600959ES,Gerente Comercial,Comercial,6/23/2026,Oficina,93685
EI1900960ES,Asistente Comercial,Comercial,11/11/2019,Hibrido,27422
EI1000961ES,Asistente Comercial,Comercial,6/7/2010,Hibrido,27414
EI1700962ES,Cajero,Atencion al Cliente,1/4/2017,Oficina,26737
EI9700963ES,Asistente Comercial,Comercial,3/29/1997,Oficina,25202
EI1800964ES,Gerente de Area,Gerencia,11/27/2018,Hibrido,115188
EI1300965ES,Director Financiero,Direccion,4/5/2013,Oficina,179634
EI9700966ES,Analista de Operaciones,Operaciones,6/9/1997,Hibrido,48987
EI0300967ES,Asistente de Credito,Credito,7/23/2003,Hibrido,33202
EI2200968ES,Analista de Riesgo,Riesgo,12/3/2022,Oficina,53487
EI1800969ES,Cajero,Atencion al Cliente,7/16/2018,Oficina,26690
EI2600970ES,Ejecutivo Comercial,Comercial,7/11/2026,Hibrido,39676
EI2300971ES,Gerente de Operaciones,Operaciones,7/26/2023,Hibrido,106081
EI9700972ES,Gerente Comercial,Comercial,7/22/1997,Oficina,102225
EI9300973ES,Gerente de Credito,Credito,2/18/1993,Hibrido,97383
EI0200974ES,Asistente de Credito,Credito,12/8/2002,Oficina,32060
EI0600975ES,Gerente de Credito,Credito,10/22/2006,Oficina,82215
EI1100976ES,Arquitecto de Software,IT,10/28/2011,Hibrido,81926
EI1500977ES,Analista de Datos,IT,6/10/2015,Hibrido,58931
EI9200978ES,Gerente de Credito,Credito,8/24/1992,Oficina,81975
EI0800979ES,Asistente de Plataforma,Atencion al Cliente,5/3/2008,Oficina,30220
EI1800980ES,Analista RRHH,Talento Humano,1/4/2018,Oficina,33578
EI0300981ES,Gerente de Operaciones,Operaciones,2/24/2003,Hibrido,85616
EI0200982ES,Gerente Comercial,Comercial,6/1/2002,Hibrido,74211
EI1600983ES,Gerente IT,IT,4/9/2016,Remoto,105386
EI2000984ES,Ejecutivo Comercial,Comercial,3/7/2020,Oficina,59921
EI9200985ES,Gerente de Riesgo,Riesgo,9/27/1992,Oficina,97437
EI1600986ES,Supervisor de Sucursal,Atencion al Cliente,2/16/2016,Oficina,36371
EI9900987ES,Gerente de Operaciones,Operaciones,6/21/1999,Oficina,114231
EI1700988ES,Analista de Datos,IT,1/18/2017,Remoto,79083
EI1100989ES,Asistente de Plataforma,Atencion al Cliente,3/25/2011,Oficina,28521
EI0900990ES,Soporte IT,IT,4/7/2009,Remoto,35514
EI0500991ES,Supervisor de Sucursal,Atencion al Cliente,5/22/2005,Oficina,45329
EI0600992ES,Gerente Comercial,Comercial,3/16/2006,Hibrido,96114
EI0500993ES,Gerente de Riesgo,Riesgo,12/21/2005,Oficina,101643
EI1000994ES,Cajero,Atencion al Cliente,7/1/2010,Oficina,29131
EI2200995ES,Analista de Riesgo,Riesgo,7/14/2022,Oficina,67375
EI1600996ES,Gerente de Credito,Credito,12/31/2016,Hibrido,78054
EI2300997ES,Asistente Comercial,Comercial,9/16/2023,Hibrido,29072
EI1700998ES,Ejecutivo Comercial,Comercial,9/27/2017,Hibrido,57484
EI0800999ES,Asistente Comercial,Comercial,7/13/2008,Oficina,28079
EI2601000ES,Asistente Comercial,Comercial,6/14/2026,Oficina,30278
EI0601001ES,Asistente Comercial,Comercial,2/27/2006,Hibrido,25749
EI0001002ES,Analista de Datos,IT,6/23/2000,Remoto,76754
EI1701003ES,Supervisor de Sucursal,Atencion al Cliente,6/24/2017,Oficina,37666
EI0901004ES,Gerente de Area,Gerencia,3/12/2009,Oficina,121203
EI0701005ES,Asistente Comercial,Comercial,4/7/2007,Oficina,29814
EI1301006ES,Gerente de Riesgo,Riesgo,4/30/2013,Oficina,117479
EI1201007ES,Gerente Comercial,Comercial,5/3/2012,Hibrido,75707
EI9701008ES,Analista de Operaciones,Operaciones,7/16/1997,Oficina,49623
EI1901009ES,Analista de Riesgo,Riesgo,9/22/2019,Oficina,57716
EI9901010ES,Gerente de Riesgo,Riesgo,6/30/1999,Oficina,91169
EI0901011ES,Cajero,Atencion al Cliente,7/5/2009,Oficina,27863
EI9701012ES,Gerente de Area,Gerencia,3/10/1997,Hibrido,111397
EI9901013ES,Ejecutivo Comercial,Comercial,11/20/1999,Hibrido,58565
EI1101014ES,Asistente Comercial,Comercial,5/14/2011,Oficina,27016
EI9401015ES,Analista de Riesgo,Riesgo,1/21/1994,Hibrido,66068
EI1501016ES,Gerente Comercial,Comercial,11/2/2015,Oficina,109366
EI0501017ES,Asistente Comercial,Comercial,5/25/2005,Hibrido,31176
EI1801018ES,Analista RRHH,Talento Humano,10/21/2018,Hibrido,48412
EI0001019ES,Cajero,Atencion al Cliente,1/11/2000,Oficina,24122
EI0301020ES,Director Financiero,Direccion,1/20/2003,Oficina,125746
EI0501021ES,Gerente Comercial,Comercial,4/6/2005,Oficina,108810
EI9501022ES,Asistente Comercial,Comercial,3/18/1995,Hibrido,34385
EI0401023ES,Gerente de Credito,Credito,1/22/2004,Oficina,94916
EI9201024ES,Director Comercial,Direccion,10/10/1992,Oficina,158670
EI0901025ES,Analista de Datos,IT,1/2/2009,Remoto,65948
EI2501026ES,Asistente Comercial,Comercial,9/24/2025,Oficina,27069
EI0701027ES,Gerente IT,IT,9/25/2007,Remoto,90602
EI9601028ES,Analista de Operaciones,Operaciones,6/28/1996,Oficina,44726
EI2001029ES,Analista de Datos,IT,7/2/2020,Hibrido,74870
EI0201030ES,Supervisor de Sucursal,Atencion al Cliente,9/18/2002,Oficina,39779
EI1601031ES,Gerente IT,IT,11/12/2016,Remoto,110980
EI2001032ES,Asistente Comercial,Comercial,11/21/2020,Hibrido,27022
EI1801033ES,Gerente de Area,Gerencia,4/23/2018,Hibrido,104136
EI2101034ES,Analista de Credito,Credito,8/2/2021,Oficina,47343
EI9601035ES,Gerente de Area,Gerencia,11/6/1996,Oficina,103802
EI2401036ES,Gerente de Operaciones,Operaciones,10/23/2024,Hibrido,91732
EI0301037ES,Analista de Riesgo,Riesgo,6/2/2003,Oficina,66706
EI1401038ES,Gerente IT,IT,7/31/2014,Remoto,115708
EI2001039ES,Analista de Riesgo,Riesgo,5/29/2020,Hibrido,55513
EI0701040ES,Analista de Datos,IT,7/18/2007,Remoto,49707
EI2101041ES,Asistente de Plataforma,Atencion al Cliente,3/28/2021,Oficina,26196
EI1401042ES,Asistente de Credito,Credito,8/1/2014,Oficina,31451
EI0401043ES,Gerente Comercial,Comercial,7/4/2004,Oficina,108036
EI0301044ES,Asistente Comercial,Comercial,8/22/2003,Oficina,32496
EI9601045ES,Supervisor de Sucursal,Atencion al Cliente,3/3/1996,Oficina,49479
EI1101046ES,Asistente Comercial,Comercial,8/23/2011,Oficina,29769
EI9901047ES,Gerente Comercial,Comercial,10/14/1999,Oficina,82822
EI2201048ES,Especialista RRHH,Talento Humano,7/26/2022,Oficina,53863
EI0601049ES,Gerente de Operaciones,Operaciones,11/22/2006,Oficina,107991
EI9401050ES,Cajero,Atencion al Cliente,4/23/1994,Oficina,24912
EI9801051ES,Analista de Datos,IT,1/22/1998,Hibrido,48438
EI1901052ES,Analista RRHH,Talento Humano,3/1/2019,Hibrido,41091
EI1801053ES,Gerente Comercial,Comercial,2/15/2018,Oficina,96476
EI9501054ES,Gerente Comercial,Comercial,5/1/1995,Hibrido,85784
EI0301055ES,Asistente de Plataforma,Atencion al Cliente,7/31/2003,Oficina,25826
EI2301056ES,Supervisor de Sucursal,Atencion al Cliente,6/6/2023,Oficina,47300
EI2501057ES,Supervisor de Sucursal,Atencion al Cliente,9/4/2025,Oficina,37936
EI2601058ES,Analista de Credito,Credito,9/14/2026,Hibrido,56309
EI1801059ES,Desarrollador,IT,5/14/2018,Remoto,69171
EI9501060ES,Cajero,Atencion al Cliente,5/21/1995,Oficina,22955
EI9501061ES,Cajero,Atencion al Cliente,6/23/1995,Oficina,26007
EI9101062ES,Director de Riesgo,Direccion,1/13/1991,Hibrido,158459
EI2101063ES,Desarrollador,IT,2/13/2021,Hibrido,46196
EI1101064ES,Ejecutivo Comercial,Comercial,9/20/2011,Hibrido,56122
EI1501065ES,Ejecutivo Comercial,Comercial,8/20/2015,Oficina,39103
EI9201066ES,Gerente de Area,Gerencia,11/6/1992,Oficina,125226
EI2601067ES,Analista de Datos,IT,6/19/2026,Remoto,46294
EI2601068ES,Asistente Comercial,Comercial,9/2/2026,Hibrido,33788
EI1301069ES,Gerente IT,IT,4/11/2013,Hibrido,128320
EI1901070ES,Arquitecto de Software,IT,7/18/2019,Hibrido,77689
EI9001071ES,Director de Riesgo,Direccion,3/29/1990,Hibrido,156354
EI9501072ES,Especialista RRHH,Talento Humano,7/9/1995,Oficina,36282
EI9901073ES,Soporte IT,IT,4/2/1999,Hibrido,40692
EI1501074ES,Gerente de Credito,Credito,3/26/2015,Oficina,86827
EI9501075ES,Gerente Comercial,Comercial,8/6/1995,Hibrido,103170
EI1401076ES,Asistente de Plataforma,Atencion al Cliente,6/3/2014,Oficina,25811
EI1901077ES,Analista de Credito,Credito,7/11/2019,Oficina,35002
EI9201078ES,Ejecutivo Comercial,Comercial,1/27/1992,Hibrido,52021
EI0901079ES,Soporte IT,IT,12/16/2009,Remoto,32291
EI0401080ES,Asistente Comercial,Comercial,1/15/2004,Hibrido,33563
EI1401081ES,Asistente Comercial,Comercial,2/22/2014,Oficina,33365
EI9401082ES,Analista RRHH,Talento Humano,6/11/1994,Oficina,31465
EI9801083ES,Cajero,Atencion al Cliente,6/9/1998,Oficina,23160
EI9901084ES,Ejecutivo Comercial,Comercial,8/28/1999,Oficina,39397
EI0601085ES,Soporte IT,IT,2/8/2006,Hibrido,34544
EI1701086ES,Asistente de Credito,Credito,11/30/2017,Oficina,31914
EI0101087ES,Analista de Riesgo,Riesgo,9/10/2001,Oficina,52510
EI1001088ES,Analista de Credito,Credito,6/17/2010,Hibrido,37728
EI0901089ES,Asistente Comercial,Comercial,1/29/2009,Oficina,27346
EI1801090ES,Gerente de Credito,Credito,3/29/2018,Oficina,87655
EI0601091ES,Asistente Comercial,Comercial,9/11/2006,Oficina,34234
EI2601092ES,Analista de Credito,Credito,11/8/2026,Hibrido,40029
EI0601093ES,Analista de Credito,Credito,12/31/2006,Oficina,35849
EI0201094ES,Gerente Comercial,Comercial,2/12/2002,Oficina,78167
EI1401095ES,Supervisor de Sucursal,Atencion al Cliente,8/7/2014,Oficina,48329
EI0401096ES,Gerente IT,IT,10/10/2004,Remoto,95831
EI2401097ES,Ejecutivo Comercial,Comercial,11/25/2024,Oficina,43953
EI0201098ES,Arquitecto de Software,IT,4/11/2002,Hibrido,70646
EI9901099ES,Asistente de Plataforma,Atencion al Cliente,12/20/1999,Oficina,29203
EI2501100ES,Cajero,Atencion al Cliente,2/10/2025,Oficina,29582
EI9701101ES,Gerente IT,IT,11/19/1997,Remoto,124503
EI2601102ES,Asistente Comercial,Comercial,11/4/2026,Oficina,33021
EI0501103ES,Asistente Comercial,Comercial,8/26/2005,Hibrido,34374
EI0201104ES,Asistente de Credito,Credito,2/27/2002,Oficina,34952
EI9701105ES,Gerente de Talento Humano,Talento Humano,8/29/1997,Hibrido,100840
EI0501106ES,Cajero,Atencion al Cliente,6/26/2005,Oficina,28603
EI1101107ES,Analista de Riesgo,Riesgo,5/23/2011,Oficina,59408
EI9001108ES,Ejecutivo Comercial,Comercial,6/5/1990,Oficina,57500
EI9601109ES,Arquitecto de Software,IT,5/26/1996,Remoto,94825
EI2201110ES,Gerente IT,IT,7/17/2022,Hibrido,114258
EI2101111ES,Gerente de Area,Gerencia,9/14/2021,Oficina,120001
EI0501112ES,Especialista RRHH,Talento Humano,11/17/2005,Hibrido,50357
EI0901113ES,Ejecutivo Comercial,Comercial,3/10/2009,Oficina,52058
EI1801114ES,Ejecutivo Comercial,Comercial,7/7/2018,Hibrido,37848
EI2401115ES,Analista de Credito,Credito,7/26/2024,Oficina,45247
EI9301116ES,Asistente de Credito,Credito,7/26/1993,Oficina,26256
EI9701117ES,Gerente de Talento Humano,Talento Humano,5/29/1997,Oficina,117703
EI2301118ES,Gerente de Operaciones,Operaciones,5/8/2023,Hibrido,98733
EI0901119ES,Gerente Comercial,Comercial,1/7/2009,Oficina,103337
EI1201120ES,Analista de Datos,IT,5/1/2012,Hibrido,78751
EI9001121ES,Ejecutivo Comercial,Comercial,8/16/1990,Oficina,55194
EI9001122ES,Asistente de Credito,Credito,4/30/1990,Hibrido,31962
EI2301123ES,Gerente Comercial,Comercial,2/24/2023,Oficina,104610
EI9701124ES,Analista de Operaciones,Operaciones,7/24/1997,Oficina,57102
EI9301125ES,Gerente de Area,Gerencia,5/15/1993,Oficina,114055
EI0501126ES,Asistente Comercial,Comercial,11/6/2005,Hibrido,25834
EI0701127ES,Ejecutivo Comercial,Comercial,1/3/2007,Hibrido,40586
EI0501128ES,Gerente Comercial,Comercial,2/28/2005,Oficina,86368
EI0301129ES,Ejecutivo Comercial,Comercial,6/3/2003,Hibrido,50831
EI9901130ES,Analista de Riesgo,Riesgo,7/23/1999,Hibrido,40073
EI0301131ES,Arquitecto de Software,IT,9/4/2003,Hibrido,103785
EI1701132ES,Analista de Datos,IT,9/17/2017,Hibrido,76999
EI9001133ES,Gerente de Area,Gerencia,4/7/1990,Hibrido,120169
EI0501134ES,Director Comercial,Direccion,11/16/2005,Oficina,127023
EI2201135ES,Analista de Credito,Credito,5/29/2022,Hibrido,41100
EI9001136ES,Analista de Credito,Credito,5/26/1990,Hibrido,38320
EI9801137ES,Director IT,Direccion,11/11/1998,Hibrido,125553
EI9501138ES,Analista de Riesgo,Riesgo,7/23/1995,Hibrido,69920
EI9601139ES,Gerente Comercial,Comercial,12/24/1996,Oficina,86392
EI0701140ES,Asistente de Plataforma,Atencion al Cliente,9/26/2007,Oficina,29132
EI0601141ES,Analista de Riesgo,Riesgo,5/8/2006,Oficina,54035
EI9401142ES,Analista de Riesgo,Riesgo,11/16/1994,Hibrido,54371
EI9601143ES,Gerente Comercial,Comercial,4/10/1996,Hibrido,93182
EI0601144ES,Gerente de Operaciones,Operaciones,2/11/2006,Oficina,93006
EI0201145ES,Director de Riesgo,Direccion,10/12/2002,Oficina,122638
EI0801146ES,Analista de Datos,IT,11/20/2008,Hibrido,66706
EI1901147ES,Gerente de Area,Gerencia,11/20/2019,Hibrido,103041
EI0101148ES,Analista RRHH,Talento Humano,12/3/2001,Hibrido,33892
EI1401149ES,Analista de Datos,IT,9/5/2014,Hibrido,77477
EI2301150ES,Asistente de Plataforma,Atencion al Cliente,9/10/2023,Oficina,29551
EI2201151ES,Asistente de Credito,Credito,7/26/2022,Oficina,31370
EI9401152ES,Cajero,Atencion al Cliente,11/3/1994,Oficina,28493
EI9501153ES,Gerente de Credito,Credito,8/29/1995,Hibrido,80193
EI9001154ES,Asistente Comercial,Comercial,8/12/1990,Oficina,28874
EI0501155ES,Asistente de Credito,Credito,5/7/2005,Oficina,32039
EI1101156ES,Gerente de Area,Gerencia,7/17/2011,Hibrido,108970
EI9301157ES,Analista de Credito,Credito,9/15/1993,Hibrido,59933
EI1701158ES,Gerente de Operaciones,Operaciones,9/14/2017,Oficina,89993
EI0201159ES,Gerente de Area,Gerencia,8/12/2002,Hibrido,97537
EI1901160ES,Arquitecto de Software,IT,11/22/2019,Hibrido,98125
EI2101161ES,Analista de Datos,IT,9/9/2021,Hibrido,51754
EI1601162ES,Gerente de Credito,Credito,7/9/2016,Oficina,79746
EI9501163ES,Gerente Comercial,Comercial,12/8/1995,Oficina,96298
EI9801164ES,Ejecutivo Comercial,Comercial,8/15/1998,Hibrido,39790
EI1701165ES,Gerente IT,IT,8/27/2017,Hibrido,103083
EI0701166ES,Gerente Comercial,Comercial,1/23/2007,Hibrido,96692
EI9901167ES,Arquitecto de Software,IT,12/13/1999,Remoto,92031
EI9201168ES,Especialista RRHH,Talento Humano,10/2/1992,Hibrido,51707
EI9201169ES,Asistente Comercial,Comercial,4/26/1992,Oficina,29985
EI0601170ES,Especialista RRHH,Talento Humano,4/23/2006,Hibrido,44193
EI0801171ES,Asistente Comercial,Comercial,10/2/2008,Hibrido,29046
EI9801172ES,Gerente Comercial,Comercial,2/25/1998,Oficina,72679
EI1901173ES,Gerente de Talento Humano,Talento Humano,8/17/2019,Oficina,101078
EI1101174ES,Director Comercial,Direccion,3/6/2011,Oficina,138360
EI9801175ES,Gerente de Area,Gerencia,4/17/1998,Hibrido,106532
EI0401176ES,Especialista RRHH,Talento Humano,12/29/2004,Oficina,44973
EI2001177ES,Gerente de Credito,Credito,1/4/2020,Oficina,70895
EI0601178ES,Asistente de Plataforma,Atencion al Cliente,3/5/2006,Oficina,28920
EI1301179ES,Soporte IT,IT,9/21/2013,Remoto,39907
EI1901180ES,Gerente de Credito,Credito,3/3/2019,Oficina,88084
EI0701181ES,Asistente Comercial,Comercial,3/25/2007,Oficina,26429
EI1801182ES,Gerente Comercial,Comercial,3/29/2018,Oficina,109441
EI1601183ES,Cajero,Atencion al Cliente,4/24/2016,Oficina,29932
EI2601184ES,Asistente Comercial,Comercial,9/1/2026,Oficina,28120
EI0901185ES,Asistente Comercial,Comercial,12/30/2009,Oficina,26616
EI0301186ES,Director Comercial,Direccion,7/11/2003,Hibrido,167536
EI1301187ES,Director de Riesgo,Direccion,12/7/2013,Oficina,167236
EI9501188ES,Gerente Comercial,Comercial,9/26/1995,Hibrido,82563
EI2101189ES,Asistente de Credito,Credito,12/2/2021,Hibrido,29137
EI1001190ES,Analista de Operaciones,Operaciones,2/12/2010,Oficina,55639
EI9301191ES,Analista de Riesgo,Riesgo,1/14/1993,Hibrido,55821
EI9701192ES,Gerente de Area,Gerencia,6/28/1997,Hibrido,129266
EI9501193ES,Asistente Comercial,Comercial,10/14/1995,Oficina,29745
EI9201194ES,Soporte IT,IT,9/23/1992,Hibrido,43015
EI2601195ES,Asistente de Credito,Credito,7/16/2026,Hibrido,31512
EI9701196ES,Director Financiero,Direccion,6/4/1997,Hibrido,148688
EI2401197ES,Soporte IT,IT,12/17/2024,Remoto,36393
EI9901198ES,Gerente de Area,Gerencia,4/14/1999,Oficina,102062
EI1501199ES,Gerente Comercial,Comercial,8/27/2015,Oficina,84274
EI1001200ES,Supervisor de Sucursal,Atencion al Cliente,6/6/2010,Oficina,51509
EI2201201ES,Asistente de Credito,Credito,4/28/2022,Hibrido,33602
EI9901202ES,Asistente de Plataforma,Atencion al Cliente,11/19/1999,Oficina,27855
EI0201203ES,Asistente Comercial,Comercial,1/17/2002,Oficina,34046
EI0001204ES,Gerente de Credito,Credito,1/17/2000,Oficina,72989
EI9101205ES,Especialista RRHH,Talento Humano,10/3/1991,Oficina,55958
EI9501206ES,Analista de Riesgo,Riesgo,12/19/1995,Oficina,48861
EI2601207ES,Gerente de Riesgo,Riesgo,12/8/2026,Oficina,93760
EI1901208ES,Gerente de Operaciones,Operaciones,2/5/2019,Hibrido,102771
EI9301209ES,Analista de Credito,Credito,9/25/1993,Hibrido,58116
EI9501210ES,Asistente Comercial,Comercial,12/30/1995,Hibrido,31690
EI9201211ES,Ejecutivo Comercial,Comercial,7/27/1992,Oficina,55511
EI9901212ES,Desarrollador,IT,11/2/1999,Hibrido,58329
EI9001213ES,Ejecutivo Comercial,Comercial,9/14/1990,Oficina,52609
EI1901214ES,Gerente de Area,Gerencia,5/1/2019,Oficina,106865
EI9901215ES,Analista de Datos,IT,11/24/1999,Remoto,66250
EI1601216ES,Gerente de Credito,Credito,2/3/2016,Oficina,95917
EI0001217ES,Analista de Riesgo,Riesgo,5/24/2000,Hibrido,63914
EI9601218ES,Ejecutivo Comercial,Comercial,8/27/1996,Oficina,50696
EI9801219ES,Ejecutivo Comercial,Comercial,2/21/1998,Oficina,50053
EI9801220ES,Gerente de Credito,Credito,6/22/1998,Hibrido,107333
EI9801221ES,Asistente Comercial,Comercial,2/3/1998,Oficina,29621
EI9701222ES,Analista de Credito,Credito,4/23/1997,Hibrido,40823
EI9301223ES,Gerente de Riesgo,Riesgo,2/11/1993,Oficina,89405
EI0101224ES,Asistente de Plataforma,Atencion al Cliente,1/1/2001,Oficina,30455
EI0801225ES,Supervisor de Sucursal,Atencion al Cliente,1/21/2008,Oficina,38284
EI1301226ES,Asistente de Credito,Credito,8/18/2013,Oficina,27249
EI9401227ES,Supervisor de Sucursal,Atencion al Cliente,6/22/1994,Oficina,47382
EI9001228ES,Analista de Operaciones,Operaciones,12/6/1990,Oficina,38605
EI9501229ES,Gerente IT,IT,12/6/1995,Hibrido,106275
EI9601230ES,Analista de Credito,Credito,5/25/1996,Oficina,55558
EI2501231ES,Gerente Comercial,Comercial,7/6/2025,Hibrido,76969
EI9301232ES,Asistente de Credito,Credito,10/24/1993,Oficina,28314
EI2401233ES,Analista de Credito,Credito,1/29/2024,Hibrido,53443
